HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_lambda,refractive index,ML_pred,lambda
-0.210534594,-0.089402428,5.152743675,51.28000011,28.28000064,-7.860000003,14.12128036,0.9706,0.4206,6.447500003,5.107999999,0.9359,0.5736,6.023300003,3.493299998,0.9101,0.4754,5.6169,3.863600001,0.744,0.544,3.939200001,3.854600001,0.8617,0.524,5.274599998,2.867100002,0.7451,0.5634,4.384099999,2.463800002,1,1.999999999,2,3.000000001,1.91838187,2.013822981,2.084522247,2.138929639,4.841168598,5.324319171,5.32471808,5.744712078,581.5071352,1.4448,553.829895,528
-0.187291033,-0.053380132,7.009017164,203.1200002,105.8700006,-8.400000002,14.12128301,0.92,0.371,5.109999998,3.834899997,0.8815,0.6237,4.9145,1.545399998,0.9252,0.3966,5.188800001,3.640700002,0.7217,0.6132,3.509699999,1.658899999,0.895,0.4003,5.131899998,3.522300001,0.7536,0.5555,4.1065,2.148000001,1,1,2,1.999999999,1.943488101,1.989586892,2.128606352,2.137708352,4.840860457,4.840716821,5.325742438,5.325517319,505.9902713,1.406,465.7132568,486
-0.197389039,-0.068287308,9.01264828,6.479999625,39.44000033,-7.090000002,14.12128239,0.906,0.6007,5.571499999,2.275799999,0.9285,0.5288,5.630099998,2.739100002,0.8817,0.6734,5.151899998,1.253900002,0.7892,0.6072,4.808000001,2.129799997,0.7722,0.6331,4.442699998,1.778700003,0.874,0.571,5.236400002,2.358100001,1,1,2,1.999999999,1.973566822,1.993244842,2.158292381,2.18100917,4.840456356,4.840219423,5.324749003,5.325416397,512.5576623,1.4448,471.5260925,491
-0.208957401,-0.086330135,3.045823643,27.17000016,174.2799995,-9.009999998,14.12128054,0.897,0.5006,5.330200001,1.9642,0.9671,0.3931,6.245200003,2.888299998,0.9199,0.5172,5.403099998,0.9841,0.7956,0.5107,4.450400001,1.978599998,0.8241,0.5164,4.638499998,0.714099998,0.7531,0.5807,4.037700001,0.415300002,1,1.999999999,2,3.000000001,1.903752873,2.026822883,2.076176775,2.135488937,4.841163544,5.324310598,5.324783381,5.744968724,564.0850677,1.4448,509.507843,515
-0.225602398,-0.087857397,10.34473927,14.63000012,190.5900006,-7.679999998,14.12127964,0.7978,0.6914,3.852400001,0.903500002,0.8576,0.5496,4.300400002,2.152000001,0.7806,0.2844,3.374600003,2.021200001,0.705,0.6959,3.498399998,0.9251,0.7784,0.5545,3.8938,2.134900003,0.755,0.7241,3.8568,1.092799998,1,1.999999999,2,4,1.908006551,2.057140248,2.095740919,2.492205449,4.84119395,5.324759231,5.324724314,8.104992471,551.7609633,1.4448,495.7288513,505
-0.197023222,-0.099775718,10.61775875,11.91000015,211.8100009,-7.320000003,14.1212795,0.9864,0.1081,6.398100001,5.203100003,0.9975,0.0745,6.898999999,5.662,0.8135,0.696,4.323900002,0.434300002,0.9823,0.1111,6.361700001,5.175800003,0.9857,0.0978,6.785200002,5.468300003,0.728,0.6921,3.772599998,0.288600002,1,1.999999999,2,3.000000001,1.921406256,2.050060975,2.058883435,2.234397682,4.841200505,5.324680389,5.324654869,5.744690673,626.9687576,1.4448,552.2323608,610
-0.234075962,-0.102499138,17.44339543,284.3899996,50.98999914,-8.390000003,14.12127897,0.8834,0.5531,5.167400001,3.211400003,0.8728,0.65,4.846500001,1.7735,0.8564,0.2308,4.531199998,3.540100002,0.7163,0.6006,4.007000002,2.362300001,0.8313,0.6053,4.756599999,2.367499998,0.7786,0.6111,4.347499999,1.854800001,2,1,2,4,1.96844812,2.008023406,2.185807631,2.38090844,5.324477049,4.840960704,5.324983786,8.10500391,567.4304091,1.4448,531.248291,530
-0.204905691,-0.081364766,8.981928495,79.81000031,232.7299992,-6.73,14.12128341,0.9085,0.4533,5.148899998,3.6927,0.9365,0.3546,6.010399998,4.5555,0.9836,0.2528,6.526300001,5.405000002,0.8301,0.4711,4.5706,3.455700003,0.7399,0.579,4.071299999,2.222899997,0.8521,0.4089,5.2655,3.771700002,1,1,2,1.999999999,1.966460272,2.012613723,2.130911777,2.197547042,4.840784375,4.840313453,5.324998635,5.324692565,542.083612,1.4448,507.7976379,546
-0.227318252,-0.105530565,18.22254779,652.6700001,27.79000015,-8.650000003,14.12128001,0.8527,0.4984,5.086199998,3.012999999,0.8558,0.6265,5.9814,2.070100002,0.8084,0.3074,4.674899998,4.097900002,0.7632,0.6321,5.058,2.233100002,0.815,0.4937,4.794700001,3.223700001,0.7712,0.5633,4.4643,1.023300001,2,1,2,4,1.935924844,2.016905798,2.184717373,2.371270967,5.324548454,4.840929818,5.325015576,8.10500044,608.2426684,1.4448,564.5518799,568
-0.213852594,-0.084626314,7.266816819,19.08000027,169.4500009,-8.459999999,14.12128106,0.8605,0.5627,5.0013,2.639299999,0.8993,0.4907,5.197200001,2.984199999,0.8697,0.2765,4.566700002,3.431999998,0.7483,0.5846,4.124800002,2.440300002,0.8113,0.5094,4.536199999,2.690399998,0.7524,0.6518,4.339100001,1.2985,1,1,2,1.999999999,1.938032249,2.048000244,2.062607331,2.100563972,4.841251048,4.843076155,5.324783527,5.324749246,543.3068116,1.4448,498.3727417,510
-0.200128142,-0.083517836,7.904947724,6.389999941,143.7000001,-7.38,14.1212799,0.949,0.4383,5.517199998,3.672100001,0.9514,0.3536,6.299300001,5.098499997,0.8484,0.529,4.856500002,1.575400003,0.8833,0.4411,5.027799999,3.5811,0.8334,0.4308,5.0037,3.680899998,0.7586,0.5578,4.142499998,1.663499997,1,1.999999999,2,3.000000001,1.920210926,2.017480607,2.096218977,2.143951958,4.841200189,5.324522785,5.324699624,5.744880079,563.4161195,1.4448,526.2208862,543
-0.227261653,-0.084086127,7.075597187,25.96000005,216.5400002,-8.650000003,14.12128021,0.7677,0.6923,3.585500001,0.884000002,0.807,0.2969,3.478299999,2.434899999,0.986,0.0885,5.137600001,4.726700001,0.6835,0.6972,3.328199999,0.8793,0.7358,0.6978,3.528699999,1.1075,0.7565,0.2971,3.3638,2.410000001,1,1.999999999,2,4,1.975492344,2.034609791,2.07951653,2.500459558,4.841017502,5.32473712,5.32473006,8.105000574,533.4778884,1.4448,499.3292542,485
-0.219772754,-0.086890694,16.64718652,93.66000038,29.90999951,-11.1,14.12127871,0.8906,0.5714,5.478700002,3.501899998,0.9542,0.5297,6.6165,4.928300003,0.8174,0.6301,4.851199998,1.649499999,0.7141,0.56,3.721899998,4.167100003,0.7451,0.5755,4.640800002,2.141599997,0.8093,0.5978,4.9456,2.769700001,2,1,2,4,1.975276436,2.005131666,2.181084363,2.389060485,5.324472324,4.840841417,5.324964361,8.105003933,577.8999849,1.4448,545.796936,525
-0.18053875,-0.07247965,9.012390812,81.50999978,218.8100006,-8.680000001,14.12128354,0.9754,0.3397,5.339600001,3.965499998,0.9507,0.382,4.9775,3.474500001,0.9659,0.3176,4.322099998,3.610799999,0.9463,0.3412,5.1166,3.942799998,0.908,0.3849,4.880900002,3.478700003,0.8546,0.4174,4.8061,3.0363,1,1,1,1.999999999,1.991394988,2.013663825,2.079189506,2.14669001,4.840514761,4.840380711,4.841995869,5.325425597,608.0517816,1.4906,514.269043,452
-0.213996934,-0.104757291,14.7578538,52.94999968,55.9199991,-8.489999997,14.12128611,0.9098,0.4681,6.350899998,4.864400003,0.8622,0.4796,4.738799998,2.792300002,0.9533,0.3577,6.6958,5.413400002,0.8523,0.4767,5.897200002,4.606899999,0.8193,0.4857,4.479199999,2.729700002,0.7023,0.5779,4.271100002,1.7631,1,1.999999999,1,1.999999999,1.923189538,1.989344113,2.027656036,2.176341885,4.842734299,5.324723535,4.840890392,5.325054132,625.1008231,1.4448,601.9912109,597
-0.204614474,-0.065691001,1.485866227,11.02000028,295.85,-10.2,14.12127756,0.7755,0.6571,3.638100003,1.0934,0.8228,0.2852,3.501700002,2.428600003,0.8772,0.5616,4.503799999,2.321299999,0.6969,0.6635,3.4574,1.0592,0.7851,0.5708,3.867900002,2.5441,0.5561,0.5438,2.733,1.377500002,1,1.999999999,3,3.000000001,1.970190346,2.009156291,2.057140005,2.145575214,4.841203822,5.3247995,5.745206304,5.745407859,549.058851,1.406,467.4915771,485
-0.199600282,-0.078472826,11.25281912,134.6199997,52.4799993,-7.439999997,14.12128441,0.9756,0.2842,6.4786,5.476199998,0.929,0.393,5.483500001,3.860600002,0.8858,0.5969,4.765399998,1.4829,0.903,0.3214,5.8723,5.098500002,0.8737,0.4043,4.995599998,3.785999998,0.7352,0.5787,4.145800002,2.296299999,1,1,2,1,1.995519231,2.034563835,2.081284699,2.083158659,4.840359376,4.840353285,5.324789371,4.841743317,499.4401433,1.4448,520.8830566,539
-0.226724675,-0.104955856,10.96384484,119.0800004,174.2199995,-7.569999997,14.12128076,0.8258,0.7733,4.250999998,0.7498,0.8965,0.5074,5.403800001,2.133400003,0.8779,0.607,5.218399998,0.724399999,0.7381,0.7682,3.693499998,0.830900003,0.745,0.6948,3.824399999,1.0747,0.802,0.6181,4.436000002,2.400800001,1,1.999999999,2,4,1.916051148,2.033141904,2.068741163,2.51007968,4.841195372,5.32474686,5.324603879,8.104998631,690.1311242,1.4448,597.8320313,592
-0.241793879,-0.083582567,11.86465833,324.2099996,0.960000955,-7.039999997,14.12127944,0.8513,0.543,4.118699999,1.277999997,0.7809,0.649,4.089799999,0.2501,0.7703,0.6848,3.840600001,0.331899999,0.6704,0.761,3.482500001,0.782400001,0.7274,0.5784,3.548600001,0.794200001,0.7398,0.6748,3.897400002,0.269899998,1,1.999999999,2,4,1.928,2.061728644,2.062715201,2.487,4.841186131,5.324531359,5.324530579,8.104996526,461.1019583,1.4448,477.3903809,465
-0.231900485,-0.088899537,8.610295245,28.1799996,182.9300007,-8.069999999,14.1212798,0.7693,0.7143,3.712499998,0.4955,0.8705,0.5266,4.483499998,2.215700001,0.7987,0.6598,3.926200002,0.305099999,0.6848,0.718,3.422299999,0.595899999,0.7858,0.5276,4.124200002,2.193200001,0.7534,0.6648,3.7409,0.5326,1,1.999999999,2,4,1.912659405,2.054805587,2.083791256,2.490590492,4.84124402,5.324760008,5.324693098,8.104995403,538.3112653,1.4448,494.2568665,481
-0.211399724,-0.093982046,15.24187176,64.44000014,326.7500002,-6.960000001,14.12127991,0.8581,0.4514,5.233199999,3.8227,0.9411,0.4152,6.250399998,5.178300001,0.8893,0.5424,5.9762,3.347900001,0.7771,0.4542,4.513300002,3.923100001,0.8615,0.467,5.255800003,4.333200002,0.7277,0.6311,4.258399999,1.323300002,1,1.999999999,2,4,1.956136243,1.966381703,2.168675863,2.408163408,4.840792275,5.324545238,5.324991722,8.105007024,602.5033041,1.4448,574.7301025,585
-0.205258038,-0.07903056,11.35434348,128.2700002,77.56999992,-8.619999998,14.12128398,0.9526,0.3754,5.880499998,4.634199999,0.9381,0.3982,4.904699999,2.944900002,0.9727,0.3185,5.938800001,5.1423,0.8695,0.397,5.1853,4.368499999,0.7867,0.4627,4.081199999,2.762900001,0.8208,0.508,4.488100002,2.6531,1,1,2,1,1.975629014,2.06101213,2.076812461,2.095086872,4.84041423,4.840371895,5.324857247,4.841724134,500.7612381,1.4448,499.1255798,517
-0.206185853,-0.098690503,9.017414829,43.26000024,245.0999996,-7.52,14.12128322,0.9694,0.3158,5.423700002,4.137800002,0.9531,0.3754,5.262299999,3.663399999,0.9658,0.3402,5.8127,4.631299998,0.9402,0.3214,5.179800001,4.091799998,0.9162,0.3771,5.134100001,3.648699999,0.8866,0.3667,5.265200001,4.195100001,1,1,2,1.999999999,1.967514676,1.982948814,2.146892871,2.156862073,4.840216932,4.840410095,5.325252731,5.325316343,604.6568325,1.4448,540.5411987,568
-0.221536885,-0.094715031,16.99352459,112.28,42.13999922,-11.7,14.12127862,0.9115,0.4676,5.744199998,4.250600003,0.9207,0.618,5.485599999,2.887699999,0.8348,0.604,4.763099999,2.2855,0.7243,0.5733,3.832599998,3.405199999,0.8748,0.5162,5.662799999,3.801000001,0.7815,0.5933,4.414000001,2.060300001,2,1,2,4,1.973869803,2.00612213,2.18906761,2.385948449,5.324483137,4.840839125,5.325008712,8.10500515,582.2799066,1.4448,536.4955444,561
-0.195904967,-0.098051642,13.42428454,7.850000255,342.2600004,-7.939999999,14.12127511,0.9317,0.421,5.292600002,3.155299999,0.9522,0.4122,5.649300001,3.223399999,0.8858,0.549,5.161100001,2.199200001,0.8967,0.4244,5.042199999,3.127200002,0.9057,0.4182,5.248400002,3.1832,0.7029,0.581,3.803699999,2.051499999,2,1.999999999,3,3.000000001,1.995667808,1.996406021,2.009180181,2.009547461,5.324451233,5.324428435,5.745047059,5.745033527,734.1361462,1.4969,609.7157593,646
-0.209963725,-0.099951975,15.50931492,4.349999759,293.7300007,-7.070000003,14.12127585,0.9263,0.414,5.148800001,3.144200002,0.9486,0.3932,5.511899997,3.274699998,0.8642,0.5425,4.788600002,2.849900001,0.8896,0.4195,4.9026,3.107300003,0.8808,0.4116,5.018799998,3.1361,0.7012,0.5958,3.835999999,1.8001,2,1.999999999,3,3.000000001,1.987800292,1.989349642,2.005288508,2.006715226,5.324341483,5.324360675,5.744175161,5.744745578,617.757541,1.4448,588.2525024,595
-0.201997675,-0.094835775,13.06221445,4.659999758,228.7800002,-6.759999998,14.12127485,0.9635,0.4066,5.0023,3.074999997,0.9658,0.4061,5.412100001,3.132800003,0.9001,0.557,4.912300002,2.283800003,0.9311,0.4084,4.770300001,3.055200002,0.9258,0.417,4.955799998,3.0738,0.7476,0.6228,3.9136,1.745999998,2,1.999999999,3,3.000000001,2.000617155,2.000617155,2.007933764,2.007933764,5.324519912,5.324520157,5.745057231,5.745057166,651.6643729,1.4969,609.4492798,593
-0.221703564,-0.100455359,18.68569409,3.599999944,9.759999188,-8.150000001,14.12128616,0.8953,0.5069,6.309200002,4.371199999,0.8626,0.4758,5.026499999,3.050899998,0.8698,0.2505,5.270000002,3.997699999,0.8062,0.5188,5.571399999,3.840700002,0.7844,0.5157,4.5442,2.544700002,0.7466,0.5645,4.432100001,2.123900002,1,1.999999999,1,1.999999999,1.925454232,1.97796006,2.025607069,2.176206332,4.842994486,5.324677565,4.840881076,5.324948975,552.6462391,1.4448,544.0020752,521
-0.216290762,-0.093382036,15.44258745,62.0700003,242.5399994,-8.410000002,14.12127884,0.7784,0.6426,4.4023,1.760300003,0.9228,0.4982,5.637599999,4.1106,0.8373,0.5953,5.235899999,1.661900002,0.6511,0.6291,3.538199998,2.0381,0.8188,0.5356,4.652100002,3.5988,0.7099,0.6021,4.1525,0.408899998,1,1.999999999,2,4,1.973090469,1.975780858,2.167324157,2.38910569,4.841272291,5.32443506,5.324919277,8.10500786,668.4672148,1.4448,587.5464478,588
-0.231285858,-0.104670444,15.76135571,728.7799997,58.59000099,-8.319999999,14.1212802,0.8468,0.5365,4.7066,2.2624,0.8527,0.5936,5.183899997,1.3435,0.8006,0.3201,4.258800002,3.436199998,0.7512,0.606,4.493,1.584600001,0.8071,0.5247,4.472500001,2.6045,0.7826,0.5673,4.4264,1.832100002,2,1,2,4,1.929212015,2.01891877,2.185745639,2.373536812,5.324586979,4.840932349,5.325028331,8.105000812,595.9561501,1.4448,558.5554199,566
-0.218127302,-0.056633495,5.375360113,232.1099998,577.3000007,-7.409999999,14.12128072,0.8245,0.553,4.060900003,1.771699998,0.7155,0.5658,3.805299998,1.803200002,0.8226,0.341,3.0554,1.538700002,0.5294,0.5672,2.575499998,1.5861,0.6673,0.5646,3.5298,1.308300001,0.8121,0.5498,3.890400001,1.299300001,1,1,3,3.000000001,1.977935793,2.011669207,2.075188907,2.120705071,4.841719951,4.840834466,5.745152383,5.745369648,477.0019656,1.4906,455.2362061,461
-0.201427195,-0.099564414,14.04235396,8.959999622,355.6099998,-7.689999998,14.12127515,0.9222,0.4293,5.1123,3.130299999,0.9454,0.4202,5.4723,3.220999999,0.7692,0.3207,3.762099998,2.765699998,0.8854,0.4327,4.869200001,3.1007,0.8911,0.427,5.0396,3.1742,0.6938,0.5839,3.751000002,1.959299997,2,1.999999999,3,3.000000001,1.995022306,1.995992485,2.008949477,2.009533279,5.324467404,5.324441638,5.745058318,5.745046004,700.9728827,1.4969,556.6505737,624
-0.209789922,-0.09309736,5.381445822,5.890000336,116.19,-7.009999999,14.12127592,0.8749,0.6108,5.007199999,0.796800003,0.8481,0.6642,5.226199999,1.458999998,0.8882,0.6424,5.3285,1.902300001,0.764,0.621,4.192199999,0.808099998,0.7448,0.6578,4.196000001,0.9045,0.787,0.6992,4.366399999,0.877000003,2,1.999999999,3,3.000000001,1.983516322,1.985569188,2.016959345,2.026854213,5.32404018,5.323995882,5.745062892,5.745032538,643.4238442,1.4448,617.6889648,624
-0.207990269,-0.090797928,28.06062948,5.699999915,17.94000056,-12.6,14.12127717,0.9898,0.164,5.8335,4.185399999,0.9586,0.3218,5.335099999,3.442099999,0.9697,0.3305,5.476300002,3.3105,0.9751,0.1741,5.715799998,4.094899999,0.8963,0.336,5.009999999,3.252999999,0.7091,0.5938,3.540900002,0.7304,2,1.999999999,2,1.999999999,2.011238424,2.02512691,2.03091925,2.051585728,5.324701231,5.324695045,5.324563455,5.324450355,500.1109107,1.4448,502.1958923,520
-0.226120447,-0.10229907,18.69684113,512.7399998,59.42000093,-8.960000001,14.12127976,0.8505,0.5244,5.512100001,2.517300001,0.8498,0.6237,5.9675,0.978699997,0.8065,0.2799,5.120799999,4.618500002,0.7551,0.6672,5.076000002,1.715299999,0.8096,0.4876,5.049799999,3.568699998,0.7318,0.6032,4.379100001,0.517900002,2,1,2,4,1.942199526,2.014611873,2.183042602,2.375745357,5.324510316,4.840923184,5.324965529,8.105001083,595.7585824,1.4448,561.0097656,558
-0.224888043,-0.089938602,7.783690805,122.5399999,35.77999912,-9.1,14.12127875,0.9211,0.6633,5.138900001,1.9691,0.8852,0.5481,5.237600003,3.205999998,0.8708,0.6516,5.2034,1.841499999,0.7134,0.6612,3.5798,2.331100001,0.7205,0.7087,3.974200002,0.665500003,0.7507,0.5833,4.227799999,2.561999999,1,1.999999999,2,4,1.922480949,2.077654928,2.078617329,2.491321135,4.841152961,5.324677905,5.324694267,8.104991511,574.4730134,1.4448,526.505249,558
-0.191445879,-0.093308673,6.152918258,90.60999993,300.4300002,-7.850000003,14.12128287,0.9238,0.4407,5.6942,4.673199999,0.9415,0.4397,6.225200002,4.757299998,0.8904,0.3333,4.640299999,3.358799998,0.8056,0.5374,4.416600002,3.562099998,0.8414,0.5533,5.0785,3.5175,0.8799,0.5224,5.459500002,4.035400002,1,1,2,1.999999999,1.973726931,1.999222599,2.106271113,2.192763097,4.840762252,4.840325533,5.325058465,5.324961975,784.9591699,1.406,606.5735474,632
-0.223089871,-0.114318853,11.47613609,10.06000038,115.4200001,-6.560000002,14.12127606,0.8839,0.5826,5.083400002,0.608300001,0.8603,0.6635,5.283599999,1.219,0.883,0.6498,5.374200002,0.969299999,0.7896,0.5962,4.306500001,0.550300002,0.7559,0.6563,4.093399998,0.392599997,0.7775,0.7367,4.488199998,0.436500002,2,1.999999999,3,3.000000001,1.98296949,1.983855842,2.010792132,2.01839243,5.324123213,5.324165896,5.744922691,5.745028219,706.6573957,1.4448,623.0068359,661
-0.207623141,-0.084486422,7.219157929,7.610000282,148.3699993,-7.139999999,14.12128039,0.9425,0.4509,5.346899998,3.483700003,0.9533,0.3457,6.057100002,4.9651,0.8257,0.5471,4.5108,1.478300002,0.8703,0.4557,4.838400001,3.377000002,0.7985,0.4694,4.699900003,2.622300003,0.7862,0.5397,4.331400002,0.916600002,1,1.999999999,2,3.000000001,1.921485363,2.014350764,2.092038958,2.138318031,4.841193871,5.324518694,5.324727771,5.744907527,528.9335165,1.4448,509.8599854,503
-0.220757237,-0.089461868,15.56262922,114.4600003,35.72999943,-11.9,14.1212789,0.8823,0.6421,5.164299999,2.581199999,0.9608,0.3998,6.755799998,5.713699998,0.8042,0.6414,4.700200002,1.252699999,0.7213,0.6295,3.795900001,2.9088,0.7518,0.6063,4.381100003,1.882999998,0.7839,0.571,4.744799998,2.348100001,2,1,2,4,1.975851462,2.003785667,2.177917583,2.386653096,5.32450944,4.840860772,5.324939288,8.105004566,582.8957697,1.4448,532.0288086,529
-0.195438739,-0.047440124,4.805927962,78.11000002,4.189999683,-11.5,14.12128075,0.8688,0.6535,5.257400002,1.890699997,0.9346,0.3755,5.844099998,4.280300002,0.8602,0.6262,4.863000002,2.327,0.6592,0.6473,3.153999999,2.014499997,0.6037,0.5884,3.418200001,1.041199997,0.7705,0.582,4.634199999,2.2117,1,1,3,3.000000001,1.967842727,1.99804029,2.092005975,2.144312011,4.841714268,4.840765808,5.744964756,5.744812383,533.9465114,1.4906,481.0299683,476
-0.237533825,-0.093054393,6.729691771,42.78999972,194.999999,-8.089999998,14.12127968,0.7904,0.7109,3.869300002,0.620600001,0.8346,0.6079,4.274599998,1.268299998,0.7347,0.2964,3.3896,2.057999998,0.6861,0.7124,3.468700001,0.669200001,0.7305,0.6481,3.938200001,0.4199,0.7593,0.6505,3.7986,0.622099999,1,1.999999999,2,4,1.910602261,2.054125848,2.09651735,2.491473861,4.841369736,5.324758499,5.324708828,8.104995448,519.1064678,1.4448,487.7514343,485
-0.215333754,-0.091370858,14.62665424,58.20000002,184.8900007,-9.740000001,14.1212795,0.8057,0.6611,5.064300001,2.359500001,0.9302,0.4635,6.589099999,5.377399999,0.9289,0.5032,6.9665,4.330399999,0.7359,0.6461,4.4036,2.625900002,0.8243,0.4937,5.501100001,4.789299997,0.7135,0.5655,3.9838,1.6622,2,1,2,4,1.966445016,1.988354848,2.175889933,2.395508088,5.324508466,4.840962761,5.324946834,8.105005813,607.6941927,1.4448,571.630188,563
-0.208833384,-0.08334096,6.586305263,0.920000104,28.96999987,-10.5,14.12128007,0.9571,0.4608,5.463699999,3.9152,0.9657,0.3888,6.228400001,4.806500002,0.8119,0.6599,4.133999999,1.2838,0.7513,0.5491,4.106700001,2.628000002,0.8353,0.5607,4.438100002,2.456800003,0.8366,0.506,4.914899998,2.8758,1,1.999999999,2,3.000000001,1.92624635,2.005841719,2.099312745,2.201183545,4.841209666,5.324324774,5.324719541,5.744986541,558.070875,1.4448,507.7713623,485
-0.240501786,-0.096840284,4.681335084,50.98999976,213.7299996,-8.619999998,14.1212792,0.8002,0.6461,3.782500001,0.845299998,0.846,0.5512,4.121199998,1.649099999,0.8082,0.7007,3.886299999,0.409700002,0.6955,0.653,3.407400001,0.851900002,0.7498,0.692,3.667700002,0.615299999,0.7737,0.5747,3.834699999,1.277399998,1,1.999999999,2,4,1.913021171,2.049353557,2.096145272,2.480072781,4.841247494,5.324832074,5.324814837,8.104993708,516.7054196,1.4448,484.9754639,484
-0.213517095,-0.081379927,6.53464235,0.130000158,0.21004388,-9.129999999,14.12128141,0.8817,0.5209,5.203600002,2.595300002,0.9236,0.3407,5.681499998,4.074600001,0.8106,0.5856,4.191199999,1.216199999,0.7807,0.5428,4.631600001,2.314999997,0.8333,0.3799,4.7887,3.5589,0.648,0.7374,3.510700001,0.333000002,1,1,2,1.999999999,1.949000257,2.013000248,2.077396688,2.07757551,4.841278451,4.843082698,5.324778366,5.32477705,501.9999035,1.4448,488.1607666,496
-0.235680693,-0.092206413,5.007757593,25.60999992,196.5900006,-7.939999999,14.12127967,0.7906,0.6897,3.831900003,0.980500002,0.8624,0.5417,4.3563,2.135299998,0.8,0.6847,3.968199999,0.575600001,0.6927,0.6933,3.454700001,1.014700003,0.7681,0.5561,3.9032,1.9844,0.7657,0.6941,3.851300002,0.966,1,1.999999999,2,4,1.911190728,2.051449488,2.091186266,2.478545541,4.841096963,5.32475129,5.324697092,8.104997812,522.2393961,1.4448,484.6098938,517
-0.209063996,-0.079578246,14.26000331,115.6300002,493.0199995,-7.019999998,14.12128133,0.9607,0.3308,5.571499999,4.0736,0.9313,0.3939,5.248899999,3.608099997,0.9746,0.3435,5.992800002,4.469699999,0.9173,0.3388,5.244499999,3.991100003,0.8584,0.4037,4.778299999,3.495399997,0.7359,0.6458,4.572400001,1.270999999,1,1,2,1.999999999,1.987210608,2.002616538,2.155835569,2.191700253,4.840216379,4.840255664,5.32535367,5.324870882,472.1129713,1.406,496.6329346,478
-0.209363375,-0.093290266,2.824935175,22.80000027,61.68999934,-9.019999997,14.1212855,0.8258,0.6064,4.134099999,0.320799999,0.9003,0.6478,4.748800002,1.3105,0.8891,0.3647,5.222500001,4.4614,0.7308,0.6124,3.719199999,0.340600002,0.6593,0.725,3.414099999,0.537100003,0.8553,0.6937,4.510100002,0.758400002,1,1.999999999,1,1,1.912013075,2.0300633,2.047478693,2.081238574,4.844262517,5.324504811,4.841267948,4.841111654,690.5154367,1.4448,622.3509521,619
-0.207266507,-0.078064768,10.42466546,38.93999991,84.32999949,-8.930000002,14.12128116,0.9596,0.2616,6.056199998,5.417500003,0.9465,0.3834,6.278699999,4.421299999,0.97,0.2588,6.1418,5.317100002,0.7646,0.4836,4.212400001,3.5297,0.7877,0.5442,4.472600003,2.955299998,0.9527,0.2997,6.485000001,4.998999998,1,1,2,1.999999999,1.997885382,2.015254078,2.168869291,2.175743091,4.840367755,4.840502829,5.324744036,5.324895372,488.1005809,1.4448,475.464386,510
-0.220911013,-0.094455305,16.54416349,119.0800004,40.52000069,-11.8,14.12127888,0.9079,0.5293,5.834800001,3.866600001,0.9498,0.5312,6.475499998,4.6344,0.8251,0.6283,5.029700001,2.096099998,0.7285,0.5342,3.950199998,4.1928,0.7522,0.6204,4.326599998,1.812500003,0.8594,0.5441,5.796,3.697899999,2,1,2,4,1.971036529,2.005501683,2.180313051,2.387242133,5.324479777,4.840850739,5.324949512,8.105004481,584.4618012,1.4448,554.2218018,537
-0.20239907,-0.058866058,10.5828968,20.53999977,91.28999979,-7.78,14.12128248,0.9321,0.6085,5.322,2.2959,0.872,0.6024,4.832700002,1.456199998,0.8792,0.641,5.135,2.136099998,0.7307,0.6137,4.176600002,2.088199999,0.8334,0.6097,4.5196,1.791000002,0.8367,0.6185,4.7489,1.717400003,1,1,2,1.999999999,1.975264539,1.987008304,2.160145828,2.170830947,4.8402646,4.840411401,5.325272491,5.324752364,470.3490455,1.4448,451.2713013,444
-0.208591231,-0.060984669,5.480750037,107.1200002,244.1800006,-9.850000002,14.12128141,0.6878,0.7625,4.010800002,0.727900002,0.9729,0.2597,6.1236,5.406800002,0.8178,0.5851,4.843499997,2.404700002,0.6679,0.7946,3.742,0.537200002,0.55,0.4334,3.084899998,4.071200002,0.6909,0.5923,3.800299999,2.341500001,1,1,3,3.000000001,1.971335842,1.973867523,2.102321098,2.145605975,4.841412137,4.840882418,5.745313146,5.74530061,502.1157704,1.4906,462.1628113,463
-0.20941224,-0.081400266,4.043471957,12.54000038,2.490000458,-10.2,14.1212803,0.9367,0.5306,5.120800001,3.351400002,0.9787,0.3259,6.502499999,5.377399999,0.7716,0.6891,4.076400001,1.042899998,0.7738,0.5744,4.167100002,2.633899998,0.7667,0.601,4.188299998,1.911899997,0.8739,0.4825,5.397800001,3.2573,1,1.999999999,2,3.000000001,1.92645737,1.998720591,2.093994747,2.191680177,4.841149407,5.324319171,5.324703909,5.744931616,543.680807,1.4448,494.504364,482
