HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_lambda,refractive index,ML_pred,lambda
-0.215915618,-0.084994949,2.128373082,7.339999598,25.24000031,-7.78,14.12128146,0.8893,0.505,5.406699999,3.185699997,0.9459,0.2845,6.068,4.673099999,0.8488,0.2717,4.460999999,2.649799999,0.784,0.5272,4.824300001,2.885499997,0.8757,0.3257,5.330699998,4.186200001,0.6335,0.7355,3.333700001,0.544300001,1,1,2,1.999999999,1.952296084,2.005000998,2.078492001,2.078492001,4.841360576,4.843034612,5.324774811,5.324772816,502.0385184,1.4448,489.0610352,486
-0.235616956,-0.105836881,16.39923494,797.03,119.2900004,-8.099999997,14.12128045,0.8427,0.6038,4.637500001,2.2363,0.8302,0.6363,4.626199998,1.930400002,0.8817,0.5517,4.864699998,2.604699998,0.7394,0.6114,4.189699999,2.139699998,0.8001,0.6295,4.401600001,2.031899999,0.7523,0.5782,3.897999999,2.138099999,2,1,2,4,1.921590227,2.018833822,2.195051252,2.366087488,5.324636022,4.840925554,5.325029694,8.105000995,589.6871318,1.4448,557.4642944,564
-0.206302415,-0.07969944,9.254114739,147.2100001,2008.2,-10.2,14.12127964,0.5089,0.5483,1.9909,0.0987,0.503,0.6227,2.0219,0.273899998,0.9101,0.4656,6.144799999,3.749999999,0.4907,0.5484,1.939,0.1016,0.5021,0.6207,2.0126,0.266199998,0.7315,0.5249,4.747499999,2.566200001,1,1,2,1,2.073003859,2.081240015,2.61490822,2.893265629,4.839984172,4.840089806,5.325093076,4.84050915,675.4511637,1.4448,477.8843384,508
-0.224581771,-0.122248371,11.85678826,815.7,844.9199997,-10.4,14.12125811,0.6025,0.6686,2.546600001,0.180700002,0.51,0.6098,2.190899999,0.331799999,0.5902,0.5698,2.3884,0.900700002,0.5368,0.6645,2.2923,0.166400002,0.4699,0.579,2.033500003,0.931399998,0.491,0.606,2.1496,0.3334,1,4,2,1.999999999,2.05797619,2.42963454,2.538896217,2.542935508,4.840696197,8.105012031,5.325865216,5.325820661,2662.143885,1.4448,527.1352539,432
-0.200225133,-0.078679833,13.11486824,64.69999978,93.24999977,-5.93,14.121285,0.965,0.3152,6.451299999,5.278600003,0.93,0.4202,5.529599999,3.793799997,0.9438,0.3893,5.872399998,4.093600001,0.9085,0.3397,5.924,4.977200001,0.8667,0.4319,5.035099999,3.676900001,0.8322,0.4642,4.805099998,3.117900002,1,1,1,1.999999999,1.992109686,2.038019382,2.061912947,2.084263179,4.840352184,4.840336308,4.842093558,5.324763466,492.2979195,1.4448,523.3972168,524
-0.204272566,-0.084041469,1.721830939,4.149999917,21.17999963,-8.17,14.12128133,0.9203,0.4235,6.089399998,4.514900002,0.9664,0.276,6.880200001,5.704200002,0.8671,0.2545,4.530900002,2.993600003,0.84,0.439,5.5312,4.318600003,0.9256,0.305,6.342699999,5.339999997,0.6442,0.7035,3.442700002,0.931999998,1,1,2,1.999999999,1.957687156,2.010579518,2.07261019,2.077734584,4.841360102,4.842915175,5.324792877,5.3247864,532.2299567,1.4448,483.4841919,512
-0.196545813,-0.08619921,8.515208441,0.73999992,176.3699999,-7.870000002,14.12127958,0.9868,0.1018,5.792200002,4.607,0.9978,0.0527,6.583800002,5.598000001,0.8425,0.5175,4.406900001,0.514699998,0.9852,0.1022,5.780300001,4.602999999,0.9969,0.0536,6.572299997,5.590000002,0.6738,0.6438,3.382400001,0.181299998,1,1.999999999,2,3.000000001,1.920407509,2.054182562,2.054182562,2.233068293,4.841152487,5.324755528,5.324755431,5.744682515,541.7662453,1.4448,504.7044373,471
-0.207142199,-0.084026449,7.945312578,9.540000306,168.59,-7.070000003,14.12128025,0.942,0.4634,5.367200003,3.3538,0.94,0.3733,5.848100002,4.650599998,0.8378,0.5473,4.677200002,1.758,0.8696,0.468,4.853799999,3.225399997,0.7491,0.5716,4.058499998,1.462999997,0.8363,0.4367,4.8182,3.626400002,1,1.999999999,2,3.000000001,1.918267187,2.015611322,2.097381463,2.124511473,4.841193476,5.324503985,5.324734686,5.744828892,530.9082813,1.4448,520.5365601,518
-0.211799163,-0.096810271,8.423849332,6.969999809,111.14,-7.100000001,14.12127585,0.8754,0.6008,4.992799999,0.812500003,0.8588,0.6493,5.268,1.579200002,0.88,0.6392,5.254999999,1.8487,0.7696,0.6099,4.248799999,0.801800003,0.7531,0.6475,4.237800001,0.997099999,0.7754,0.7236,4.253999998,0.526,2,1.999999999,3,3.000000001,1.986501951,1.987868708,2.015524001,2.027042427,5.324036525,5.324104258,5.745032571,5.745027677,655.2976065,1.4448,624.6159058,631
-0.222685877,-0.104350927,16.44322783,65.99000014,76.4700009,-7.939999999,14.1212867,0.906,0.4437,5.808800002,4.460000001,0.8597,0.5007,4.516499999,2.8799,0.932,0.4195,6.039399998,4.424400002,0.8376,0.4586,5.346500002,4.2538,0.8071,0.507,4.241700001,2.821000002,0.6707,0.637,3.5937,1.5086,1,1.999999999,1,1.999999999,1.908727325,1.995732447,2.028476522,2.164502021,4.842958379,5.324735126,4.840887398,5.325041962,569.1728638,1.4448,522.1964722,560
-0.238247925,-0.10250809,8.202732242,11.0299997,228.9899993,-7.149999998,14.12127969,0.8126,0.6351,3.961200001,1.253399997,0.8789,0.5221,4.395700001,2.384799997,0.7842,0.3064,3.4366,2.004300001,0.7154,0.6407,3.547699998,1.203999999,0.7911,0.5553,3.967499999,1.588599998,0.7715,0.6632,3.865299999,0.616399998,1,1.999999999,2,4,1.907079967,2.049149092,2.094307045,2.479005849,4.841237465,5.324839038,5.324780752,8.104995576,553.1516268,1.4448,514.9969482,518
-0.240982095,-0.097258731,2.231842212,63.94999996,193.6399993,-7.939999999,14.12127971,0.8087,0.688,3.955000001,0.736800002,0.8247,0.6151,4.232700002,1.389699999,0.7984,0.6892,3.991399998,0.2645,0.6937,0.6943,3.493199999,0.766000003,0.7499,0.7303,3.9125,1.020799998,0.748,0.6015,3.861200002,1.730799999,1,1.999999999,2,4,1.91116352,2.056603997,2.090884263,2.48335519,4.841318725,5.324790587,5.324713211,8.104996091,518.7980626,1.4448,488.6033325,481
-0.190024741,-0.071758716,5.760365829,36.75000025,115.1699997,-8.499999997,14.12128011,0.9321,0.4628,5.616099999,4.015400003,0.9798,0.3283,5.7905,4.312099998,0.9352,0.3826,5.712199999,4.368700001,0.8367,0.4651,4.847300002,4.038199998,0.6981,0.6446,3.538999998,1.580900003,0.9128,0.3618,5.241100001,3.451399999,1,1,2,1.999999999,1.994280071,1.99797998,2.223777417,2.371513019,4.840710815,4.840207996,5.324934078,5.325403891,576.473378,1.406,493.9620361,520
-0.217741422,-0.099852075,8.043745488,0.02,0.1,-6.369999998,14.12127626,0.8751,0.5652,4.7847,0.920500001,0.8333,0.6655,4.809599997,0.363900002,0.8841,0.6431,5.128899998,1.421100001,0.7861,0.5751,4.183299998,0.929799998,0.7173,0.662,3.850600001,0.690799998,0.772,0.7256,4.200500002,0.660499999,2,1.999999999,3,3.000000001,1.984001008,1.984001008,2.012380928,2.012380928,5.324085401,5.3240854,5.744995977,5.744995946,628.5291414,1.4448,621.2131348,618
-0.196846785,-0.081335792,12.13977037,148.62,180.3499999,-7.360000001,14.12128192,0.9847,0.2253,6.848700002,5.892200002,0.9339,0.3906,5.534400001,3.988799999,0.956,0.4055,5.809300002,4.1491,0.9544,0.2443,6.5737,5.688900001,0.8852,0.3899,5.041300003,4.014500001,0.8242,0.4953,4.940299998,2.831499998,1,1,2,1.999999999,2.001067965,2.00439567,2.100101426,2.183435367,4.840311081,4.840247502,5.324744425,5.324861385,506.3932135,1.4448,504.8374023,532
-0.215555209,-0.093328365,16.41261663,72.24999993,193.78,-8.520000003,14.1212795,0.8197,0.633,5.302700001,2.722,0.9258,0.4908,6.4873,5.157100003,0.9031,0.5286,6.6423,3.494200001,0.7436,0.6145,4.553200002,3.007700001,0.8296,0.521,5.534399999,4.5028,0.732,0.5986,4.3859,0.603199999,2,1,2,4,1.963586769,1.987529874,2.178510041,2.396812258,5.324465261,4.840961021,5.324972394,8.105005314,607.244822,1.4448,570.3065796,568
-0.198230593,-0.076969331,15.92035499,100.5899997,773.6699992,-8.239999997,14.12128029,0.8244,0.5617,4.249999997,1.640599999,0.8793,0.4792,4.8946,2.935899999,0.5436,0.5304,3.143899998,1.570599998,0.7285,0.5628,3.6267,1.630400001,0.7995,0.4949,4.421999998,2.722799999,0.6824,0.6197,3.915999998,1.270900001,1,1,3,3.000000001,1.953930654,1.979812617,2.114332282,2.118429843,4.841028797,4.841689246,5.744500016,5.744854871,651.383665,1.4072,452.693573,461
-0.213185506,-0.102657022,16.72642817,57.31000015,74.68000064,-8.239999997,14.12128607,0.9131,0.4625,6.160000002,4.377900002,0.8875,0.258,5.097100001,3.966900003,0.8649,0.4982,4.692000001,2.840999998,0.8571,0.4704,5.753800002,4.166599999,0.8178,0.5021,4.416400001,2.7895,0.8772,0.2599,5.032899999,3.938500003,1,1.999999999,1,1.999999999,1.923331225,1.993113394,2.02826872,2.170845688,4.842733747,5.324682727,4.840892292,5.325070196,616.032749,1.4448,589.1126099,594
-0.208517118,-0.088165945,4.643929959,34.97999994,231.6900002,-7.689999998,14.12128008,0.8972,0.5021,5.0821,1.976999998,0.8902,0.6281,5.426799999,1.120999997,0.923,0.491,5.211199998,2.120400001,0.8077,0.526,4.512199999,1.777099998,0.8332,0.6025,5.019500001,1.149799999,0.7963,0.5508,4.222400001,1.809299999,1,1.999999999,3,1.999999999,1.918755065,2.012951564,2.077973532,2.097546662,4.840750558,5.324431018,5.744900841,5.324529117,579.1415625,1.4448,570.2838135,553
-0.230409572,-0.106916556,17.01275539,30.4400001,351.0700009,-6.960000001,14.12127991,0.8579,0.5101,4.602699998,3.036200003,0.8462,0.4725,4.323100002,1.655099997,0.831,0.3732,4.091399998,2.3538,0.8124,0.5147,4.310299998,2.986000002,0.7564,0.5517,4.0498,1.396800002,0.7121,0.61,3.770300001,1.872099999,1,1.999999999,2,4,1.973638771,1.976072873,2.121343442,2.399301148,4.840990961,5.324519765,5.325125691,8.10500866,582.5479902,1.4448,563.3839111,562
-0.210260253,-0.063436734,12.80502414,42.50000019,245.5300001,-6.519999997,14.1212849,0.8357,0.5155,4.099500001,2.504300003,0.9392,0.5321,5.0391,2.294400001,0.8893,0.5302,4.518,2.283000002,0.7083,0.5219,3.429599999,2.4532,0.7979,0.5261,4.190100001,2.748499999,0.7711,0.5464,3.842700002,1.883400002,1,1,1,1.999999999,1.949433251,2.045835282,2.052791758,2.16900461,4.840446635,4.840457306,4.841925081,5.324953066,471.5868896,1.4448,464.7497253,442
-0.215659456,-0.077061477,8.948378431,45.29999961,77.28000016,-10.7,14.12128363,0.8151,0.6388,4.092800001,1.1553,0.9567,0.2428,6.6026,5.829100002,0.9356,0.3242,4.0624,2.716400002,0.7087,0.6582,3.768399999,1.043500002,0.751,0.6462,3.951500001,1.794599999,0.8134,0.4549,3.92,1.948699997,1,1.999999999,1,1,1.922102495,2.0394563,2.040499204,2.111741225,4.844416903,5.32473712,4.841156515,4.840837308,538.6737335,1.406,481.8737793,511
-0.208644559,-0.098210174,15.18480681,10.70000004,6.739999525,-8.400000002,14.12128589,0.918,0.4354,6.711100001,5.195799999,0.8877,0.2271,5.418200002,4.239400002,0.9571,0.3402,6.390300003,4.594500001,0.854,0.4451,6.133000001,4.8481,0.7853,0.5101,4.623000001,2.6359,0.8676,0.4161,5.542299999,3.729000002,1,1.999999999,1,1.999999999,1.924149163,1.991097436,2.02636892,2.178057391,4.84269913,5.324696701,4.840886602,5.324992305,597.2277078,1.4448,569.7226563,573
-0.187216047,-0.085460467,3.40377514,6.479999625,73.95000006,-8.510000003,14.12128102,0.9577,0.3067,7.4558,6.646,0.9733,0.2873,7.8488,6.7605,0.89,0.2161,4.689300003,3.684,0.9096,0.319,6.8634,6.4298,0.9565,0.3001,7.6755,6.539,0.6782,0.6318,3.886600001,1.8451,1,1,2,1.999999999,1.96226196,2.029072941,2.060416463,2.088384064,4.84134731,4.842785949,5.324820096,5.324778026,604.4888166,1.4448,537.5062256,480
-0.187137926,-0.071722587,7.320995421,404.83,327.960001,-7.439999997,14.12128278,0.966,0.3238,5.2977,4.429799997,0.9589,0.3376,4.879599998,3.835100002,0.9561,0.3135,4.009000002,3.441199999,0.9297,0.3254,5.141900002,4.4053,0.9336,0.3409,4.641899998,3.809700003,0.9273,0.3196,3.8744,3.242300002,1,1,2,1.999999999,1.958050306,1.996103705,2.095923901,2.151682597,4.840509703,4.840396709,5.325383453,5.325431874,572.4626982,1.4906,491.4998779,430
-0.211407754,-0.072763072,10.53803423,322.2100004,287.9100007,-7.38,14.12128323,0.9456,0.3661,5.172100001,4.166000003,0.9533,0.3908,4.8501,3.880600003,0.9582,0.3515,5.5092,3.738599998,0.8751,0.3777,4.7966,3.9966,0.8708,0.4334,4.540500003,3.325500002,0.7242,0.5629,3.6092,1.5814,1,1,2,1.999999999,1.958045199,2.002422033,2.088272971,2.150208827,4.840409725,4.840335981,5.325191646,5.325241828,454.3139676,1.4448,475.4552002,430
-0.192489044,-0.083513876,8.453131574,4.939999863,113.1200007,-7.279999999,14.12127972,0.9564,0.4157,5.607100003,3.875700001,0.9722,0.3037,6.682000002,5.5754,0.8617,0.4828,5.049599998,1.946399999,0.9036,0.4168,5.204299999,3.838,0.8851,0.3504,5.629,4.760899999,0.7471,0.5697,4.108800002,1.863600002,1,1.999999999,2,3.000000001,1.920075259,2.011901837,2.098580711,2.162662711,4.84117926,5.324519572,5.324709558,5.744104344,608.6427272,1.4448,526.3018799,570
-0.214200211,-0.098395864,14.08096614,26.66000031,196.4899992,-7.179999997,14.12127582,0.9027,0.5004,5.509700002,2.929100003,0.9104,0.4225,5.444700003,3.469999999,0.9077,0.5346,5.841999999,3.248700001,0.8285,0.5077,4.784500001,2.909899999,0.8231,0.4642,4.643399998,3.067899997,0.8798,0.5149,5.639800001,2.804199999,2,1.999999999,3,3.000000001,1.986606655,1.989603729,2.00237484,2.009808946,5.324280343,5.324212232,5.744711951,5.744672306,590.3609284,1.4448,582.0029297,586
-0.218264696,-0.072015822,14.71033164,48.60999969,174.3200009,-8.18,14.12127849,0.7642,0.7608,3.585899999,0.984899997,0.8205,0.6262,3.936399998,0.724299997,0.7994,0.2586,3.347199998,2.353400002,0.6867,0.7647,3.328199999,0.977999999,0.7716,0.6543,3.814899997,1.977400002,0.7168,0.6252,3.587499998,1.620799997,1,1.999999999,2,4,1.944000257,2.034958722,2.068901641,2.493009827,4.841104387,5.324663294,5.324558341,8.10498652,525.1099989,1.4448,464.553894,470
-0.200364762,-0.052329628,13.19867612,75.5899999,86.76999963,-7.539999999,14.1212824,0.8741,0.7398,5.171100001,0.682399999,0.8581,0.628,4.985900001,1.430499999,0.8631,0.6381,4.8999,0.466500001,0.7149,0.7246,4.079599998,0.6934,0.7827,0.6423,4.354599998,0.452400002,0.7949,0.6408,4.466200002,0.520399998,1,1,2,1.999999999,1.976535606,1.98736031,2.160698267,2.172837776,4.840256537,4.840427272,5.325280473,5.324549769,470.3829445,1.4448,453.1634827,442
-0.204173118,-0.07907795,16.3973044,129.1799997,805.8600008,-8.749999998,14.12128022,0.8103,0.5602,4.117800001,1.689900003,0.8626,0.4901,4.621499997,2.674099999,0.5308,0.5288,3.055000001,1.7333,0.7078,0.5637,3.504000001,1.667200002,0.7708,0.5115,4.040500001,2.433599998,0.6972,0.6212,3.965099998,1.318399997,1,1,3,3.000000001,1.956418667,1.978283347,2.114830726,2.117989141,4.841034721,4.841693745,5.744997384,5.744848025,628.8574567,1.412,456.7858887,457
-0.206756727,-0.083662277,8.323726471,7.519999782,181.0800005,-7.039999997,14.12128004,0.9415,0.4617,5.367799999,3.401999998,0.9317,0.3893,5.784899999,4.458100002,0.8463,0.5406,4.818300001,1.872000001,0.8689,0.4662,4.852800001,3.263500001,0.7519,0.5676,4.074299999,1.576600003,0.829,0.4528,4.7924,3.431399998,1,1.999999999,2,3.000000001,1.918945023,2.016047122,2.098243551,2.124310241,4.841177207,5.324518498,5.324686914,5.744894251,531.7232973,1.4448,517.920166,522
-0.184671948,-0.071083087,9.194185745,330.8100001,260.9300005,-7.330000003,14.12128417,0.9684,0.3328,5.340199997,4.452499997,0.9668,0.2978,4.872500002,3.633900003,0.9663,0.3115,4.220600001,3.810200002,0.9355,0.3348,5.171599999,4.458599999,0.938,0.3016,4.554,3.587500001,0.9314,0.3204,3.8908,3.417299999,1,1,1,1.999999999,1.967344911,2.034728729,2.077041646,2.1020245,4.840516895,4.840481094,4.841985768,5.325390265,583.7162015,1.4906,490.684906,442
-0.192382819,-0.076452119,4.612096067,109.0200003,239.4800004,-8.430000001,14.12128165,0.9083,0.4714,5.126399999,3.9894,0.9388,0.4059,5.840600001,4.393299999,0.8426,0.2383,3.444899999,2.342700001,0.8396,0.4789,4.548199998,3.892500002,0.8097,0.4594,4.512800001,4.122500002,0.7215,0.5546,4.013,2.790199998,1,1,2,1.999999999,1.981591532,1.988591461,2.157694371,2.184997025,4.840220885,4.840788956,5.325823967,5.324791561,608.5023489,1.406,516.942688,514
-0.242572891,-0.107231117,21.6963313,253.1199998,10.6099998,-8.629999997,14.1212793,0.8337,0.6147,4.976,0.550000001,0.8445,0.6762,5.207099998,0.7383,0.8013,0.2674,4.528600003,2.558700001,0.7076,0.7031,3.927700001,1.843900002,0.7355,0.5569,4.315699997,0.357700001,0.7676,0.6246,4.489300001,0.810699999,2,1,2,4,1.967148698,1.998984242,2.182436712,2.37796825,5.32447851,4.841151934,5.324938606,8.105006969,561.7163157,1.4448,523.449646,530
-0.196663603,-0.082652646,4.966625557,150.6799998,145.7300004,-9.89,14.12128012,0.9211,0.4374,5.4749,4.337400001,0.9291,0.4466,5.8535,4.137800002,0.8632,0.2082,3.7931,2.809499999,0.6739,0.6816,3.3983,1.886900001,0.8465,0.4753,4.9151,4.034100002,0.8774,0.4583,5.217500002,4.111900003,1,1,2,1.999999999,1.990121604,1.994851624,2.1975996,2.344007253,4.84078153,4.840169144,5.324861727,5.325411824,636.6222069,1.406,549.3681641,542
-0.206382355,-0.091386278,1.653632428,28.42000039,60.27999988,-9.220000001,14.12128576,0.8536,0.5831,4.880299999,1.962200003,0.934,0.536,6.542600003,3.758299997,0.9105,0.7199,5.609300002,0.733100001,0.7177,0.5807,3.875700001,2.224300001,0.7933,0.6576,4.744600002,1.403500003,0.8738,0.5965,5.7981,2.780399999,1,1.999999999,1,1,1.908799099,2.025962734,2.058295654,2.0867894,4.844270233,5.324519474,4.841320067,4.840695227,679.0873933,1.4448,591.5770874,608
-0.216950039,-0.098265903,14.16272142,35.78000012,186.7900007,-8.130000002,14.12128517,0.8328,0.5972,4.278499997,2.108899998,0.8961,0.4866,5.419,3.723400002,0.8327,0.7044,4.418300001,1.567099998,0.682,0.6184,3.549799999,1.975099997,0.8101,0.7017,4.148900003,1.591200001,0.8283,0.4818,5.0386,3.680300002,1,1,2,1.999999999,1.96844939,1.971073312,2.016573331,2.163663791,4.842877095,4.841224909,5.324631298,5.324960953,687.4795558,1.4448,609.4699097,616
-0.22361292,-0.076725772,9.402552891,139.2099999,195.6699996,-6.930000003,14.12127969,0.8531,0.5769,4.833,1.455499997,0.8346,0.6377,4.2511,0.792699998,0.8503,0.5941,4.939399999,1.607000002,0.6969,0.6037,3.571199998,1.233700001,0.7615,0.6103,4.094700002,1.017599999,0.7381,0.6023,3.987300001,1.324099998,1,1.999999999,2,4,1.922114981,2.045819151,2.078339963,2.496016426,4.841163939,5.324471741,5.324394971,8.104994528,476.3020526,1.4448,484.3441772,453
-0.221893472,-0.087020905,7.040125979,5.400000152,16.81000052,-8.069999999,14.12128121,0.8667,0.5758,5.316100001,2.514500002,0.9361,0.3024,5.966300002,4.503500003,0.8041,0.2916,4.338199999,2.014800001,0.7191,0.6021,4.4743,1.631700003,0.8509,0.3505,5.089599998,3.887,0.6561,0.7158,3.499500001,0.1256,1,1,2,1.999999999,1.952921913,2.009340688,2.082189713,2.082189713,4.841356233,4.843174054,5.324740091,5.324741016,505.6683785,1.4448,471.0437012,484
-0.202432349,-0.079056412,16.38669078,91.38999964,752.96,-7.900000001,14.12128032,0.8229,0.5694,4.163099999,1.607600003,0.8773,0.4868,4.840100002,3.017299999,0.6415,0.4918,3.766099999,1.035299999,0.7379,0.5707,3.5961,1.5893,0.7821,0.5083,4.265500003,2.740299997,0.6944,0.5918,3.728100001,0.6057,1,1,3,3.000000001,1.953815242,1.979150323,2.113604977,2.118162647,4.841044674,4.841637222,5.745013761,5.744842041,631.0239892,1.4072,463.5816345,443
-0.214306806,-0.10570902,12.93049993,51.16999995,51.45000063,-8.499999997,14.12128616,0.9097,0.4698,6.4531,4.974100001,0.8623,0.4741,4.7866,2.816399999,0.9558,0.348,6.805499999,5.5194,0.8525,0.48,5.9927,4.724799997,0.8205,0.4819,4.526399999,2.735300001,0.7147,0.595,4.502099999,1.670299999,1,1.999999999,1,1.999999999,1.922395641,1.990273599,2.027373917,2.177689142,4.842737217,5.324720368,4.840887317,5.325060559,628.2998406,1.4448,605.1766357,603
-0.195215063,-0.099439386,12.81778385,24.21999963,159.5200007,-6.99,14.12127932,0.9896,0.1061,6.557700001,5.846299998,0.9928,0.0912,6.853599999,6.071699999,0.8385,0.6714,4.343999999,1.776699998,0.9733,0.1292,6.405299998,5.646600003,0.7542,0.6238,4.017599998,1.975600003,0.9797,0.1177,6.7501,5.7315,1,1.999999999,2,3.000000001,1.921749463,2.045679594,2.079037758,2.235892216,4.841236912,5.324689495,5.324632175,5.744626581,632.9792389,1.4448,606.0827637,592
-0.208480675,-0.096801022,15.73827553,36.52999994,230.6900005,-9.5,14.12127853,0.8066,0.6605,4.799600001,2.220499997,0.9356,0.4547,6.113699998,4.758400002,0.8985,0.5575,6.090999998,3.699299998,0.6968,0.6478,3.955200002,2.412700001,0.8594,0.4903,5.215800001,4.438800003,0.7113,0.6093,4.260499999,0.311099999,2,1,2,4,1.979340547,1.981893539,2.163956793,2.395543362,5.324445436,4.841130451,5.324914652,8.105013886,746.349508,1.4448,621.6529541,644
-0.20420262,-0.083527311,6.805546288,8.400000228,295.9999991,-6.489999998,14.1212802,0.9297,0.4533,5.213000001,2.886700003,0.8598,0.5229,4.672900003,2.610999998,0.9507,0.5175,5.493500002,2.378899998,0.8737,0.4586,4.821600002,2.787599997,0.778,0.5468,4.147400002,2.2578,0.7524,0.5773,4.074099999,1.5424,1,1.999999999,2,3.000000001,1.944500193,2.010334549,2.066854131,2.082421907,4.840592365,5.324525465,5.324306455,5.744870449,555.2247084,1.4448,511.3119507,551
-0.229037602,-0.121464345,18.13204034,20.35000016,201.2100001,-7.65,14.12127918,0.8829,0.6451,4.836,2.327799998,0.8929,0.5414,4.641300002,2.109399999,0.8805,0.4298,4.363400001,2.838999999,0.7721,0.6396,3.964299998,2.251600002,0.8396,0.5885,4.471100002,1.956000002,0.848,0.613,4.666800002,1.804900001,2,1,2,4,1.978089988,2.005495949,2.12129418,2.390035355,5.324483771,4.84096205,5.325187168,8.105007752,797.6071784,1.4448,618.4228516,621
-0.192785228,-0.057872679,1.69769302,127.1000002,106.5200005,-8.290000001,14.12128301,0.8226,0.6125,4.003800001,0.993000002,0.8944,0.5668,4.366399999,1.2063,0.7947,0.3078,3.4461,1.159099998,0.7482,0.6122,3.625600002,0.951900003,0.74,0.5971,3.449800002,0.607699999,0.7184,0.6851,3.694799999,0.658799999,1,1,2,1.999999999,1.95376278,1.978912328,2.108718094,2.139895558,4.840803811,4.840750953,5.325103007,5.325094099,538.7931043,1.406,480.1729736,477
-0.172957902,-0.067854215,2.856995957,0.380000368,21.16000096,-8.359999997,14.12128432,0.9111,0.5316,4.776,2.475100001,0.9212,0.5362,4.855400002,2.298900003,0.8961,0.4737,3.938399999,1.391000002,0.8749,0.5288,4.619400002,2.498799997,0.8609,0.5321,4.454999998,2.300200001,0.7579,0.626,4.107900001,1.758500001,1,1,2,1.999999999,1.964379037,1.964379037,2.143432061,2.143432061,4.840647206,4.840647442,5.325165605,5.325167505,694.4405543,1.406,502.5237732,613
-0.202349457,-0.061460305,10.73888164,20.86,101.7399996,-7.370000001,14.12128248,0.9474,0.5381,5.322899998,2.8452,0.8865,0.5883,4.836900003,1.850699998,0.8839,0.6806,5.1662,1.624500002,0.7406,0.5954,4.233100002,2.148000002,0.8258,0.5976,4.3725,1.9421,0.8601,0.5968,4.891600002,1.934400002,1,1,2,1.999999999,1.975726702,1.986762442,2.158305354,2.173625773,4.840266102,4.840404545,5.325270009,5.324812013,469.3200908,1.4448,451.3374939,450
-0.23489738,-0.104166226,20.3192452,261.57,53.48000097,-8.400000002,14.12127888,0.8852,0.5443,5.271500002,3.416799999,0.8672,0.6635,4.810199999,1.630400002,0.8919,0.5717,5.294999999,2.235999998,0.7182,0.6038,4.0385,2.334600002,0.8294,0.6018,4.810199998,2.4609,0.7747,0.6226,4.291800002,1.528499997,2,1,2,4,1.967807409,2.004895259,2.178445547,2.379865122,5.324467794,4.840866698,5.324964263,8.105006668,566.6421432,1.4448,530.0578613,529
-0.230846407,-0.116533334,13.10507657,19.81999985,7.439999088,-9.850000002,14.12128064,0.8338,0.5889,6.330200001,4.098499998,0.7987,0.2742,5.446099997,4.593300001,0.919,0.341,5.934000003,4.320399998,0.7495,0.5853,5.016399998,4.5387,0.7733,0.2778,5.294799999,4.397499997,0.7288,0.5867,4.578599998,0.210700001,1,1,2,1.999999999,1.962949057,2.029414448,2.087891281,2.088060104,4.84132441,4.843377704,5.324699673,5.324702936,669.1453829,1.4448,605.3304443,480
-0.201967064,-0.062763904,9.231754091,15.40000041,66.08999946,-7.770000001,14.12128237,0.9379,0.6108,5.552500001,2.172000002,0.9068,0.583,5.5038,2.1472,0.8769,0.604,5.127299999,1.5772,0.7418,0.6003,4.440200002,2.064300001,0.8507,0.5965,4.702999999,1.699700002,0.833,0.5914,4.881699998,2.060300001,1,1,2,1.999999999,1.97984166,1.988014839,2.164046672,2.169133007,4.8402163,4.840424741,5.325360434,5.324797453,489.0669856,1.4448,468.9832153,450
-0.23060676,-0.10677337,15.33259915,27.56999984,345.2099997,-7.360000001,14.12127995,0.8541,0.5234,4.460800001,3.0537,0.8483,0.4859,4.055499999,2.5567,0.8224,0.6506,4.1408,1.491099998,0.8057,0.5307,4.182999999,3.009699997,0.7217,0.537,3.506400003,2.325900001,0.7297,0.6131,3.674300001,1.733200002,1,1.999999999,2,4,1.973755811,1.977385142,2.118224964,2.399688521,4.840999887,5.324573195,5.325115274,8.105009195,583.8893616,1.4448,570.4688721,565
-0.221326394,-0.07551307,3.710475998,70.12000006,305.0100004,-9.63,14.12127768,0.7714,0.665,3.594999998,1.0567,0.8204,0.2808,3.469899998,2.461299997,0.8851,0.549,4.6071,2.7653,0.6864,0.6676,3.384000001,1.064599999,0.7972,0.5586,3.9514,2.6454,0.5363,0.5517,2.611899999,1.493199998,1,1.999999999,3,3.000000001,1.972103446,2.00202023,2.051478004,2.137655258,4.841177286,5.324798475,5.745357785,5.745391934,516.0066083,1.406,470.811676,466
