HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,refractive index,Exp. Kr
-0.230681258,-0.106745703,15.3289738,25.48999996,344.4900005,-7.365988453,2.12714,14.12127993,0.8541,0.5233,4.4607,3.0528,0.8481,0.4857,4.0547,2.5565,0.8237,0.6504,4.1422,1.4945,0.8055,0.5306,4.1815,3.0087,0.7212,0.5374,3.5057,2.3235,0.7302,0.6124,3.6761,1.7383,1,2,2,4,1.973681079,1.978274501,2.119767204,2.400240821,4.840987405,5.324570954,5.325128659,8.105009261,5.206163491,1.4448,4.69019608
-0.211407754,-0.072763072,10.53803422,322.21,287.9100002,-7.382088266,2.72939,14.12128322,0.9456,0.3661,5.1721,4.166,0.9533,0.3908,4.8501,3.8806,0.9582,0.3515,5.5092,3.7386,0.8751,0.3777,4.7966,3.9966,0.8708,0.4334,4.5405,3.3255,0.7242,0.5629,3.6092,1.5814,1,1,2,2,1.958045199,2.002422033,2.088272971,2.150208827,4.840409726,4.840335981,5.325191646,5.325241829,5.677414324,1.4448,5.113943352
-0.210032038,-0.067738141,11.1566583,59.48999999,135.26,-8.570593968,2.28558,14.12128269,0.8039,0.7064,3.9379,0.5151,0.9061,0.5634,4.9617,1.6608,0.9124,0.4744,4.8819,2.602,0.6854,0.6874,3.3267,0.455,0.788,0.6607,3.9846,1.3937,0.802,0.5028,4.1613,2.6218,1,1,2,2,1.970097967,2.004659572,2.122764471,2.1724065,4.840616309,4.840338983,5.324918596,5.324824478,4.901827963,1.4448,4.851937465
-0.230846407,-0.116533334,13.10507658,19.82,7.440000009,-9.855064198,1.85311,14.12128064,0.8338,0.5889,6.3302,4.0985,0.7987,0.2742,5.4461,4.5933,0.919,0.341,5.934,4.3204,0.7495,0.5853,5.0164,4.5387,0.7733,0.2778,5.2948,4.3975,0.7288,0.5867,4.5786,0.2107,1,1,2,2,1.962949057,2.029414448,2.087891281,2.088060104,4.841324409,4.843377705,5.324699674,5.324702936,4.028267147,1.4448,4.081670047
-0.208833384,-0.08334096,6.58630526,0.919999999,28.96999998,-10.52281387,2.22194,14.12128007,0.9571,0.4608,5.4637,3.9152,0.9657,0.3888,6.2284,4.8065,0.8119,0.6599,4.134,1.2838,0.7513,0.5491,4.1067,2.628,0.8353,0.5607,4.4381,2.4568,0.8366,0.506,4.9149,2.8758,1,2,2,3,1.92624635,2.005841719,2.099312745,2.201183545,4.841209667,5.324324774,5.324719543,5.74498654,3.805680846,1.4448,4.77815125
-0.242572891,-0.107231117,21.69633129,253.1200001,10.61,-8.634288963,2.20752,14.1212793,0.8337,0.6147,4.976,0.55,0.8445,0.6762,5.2071,0.7383,0.8013,0.2674,4.5286,2.5587,0.7076,0.7031,3.9277,1.8439,0.7355,0.5569,4.3157,0.3577,0.7676,0.6246,4.4893,0.8107,2,1,2,4,1.967148698,1.998984242,2.182436712,2.37796825,5.32447851,4.841151934,5.324938606,8.105006968,4.69048899,1.4448,5.071552289
-0.223089871,-0.114318853,11.4761361,10.06,115.42,-6.555690949,1.75474,14.12127606,0.8839,0.5826,5.0834,0.6083,0.8603,0.6635,5.2836,1.219,0.883,0.6498,5.3742,0.9693,0.7896,0.5962,4.3065,0.5503,0.7559,0.6563,4.0934,0.3926,0.7775,0.7367,4.4882,0.4365,2,2,3,3,1.98296949,1.983855842,2.010792132,2.01839243,5.324123212,5.324165895,5.744922689,5.745028219,5.279077498,1.4448,4.31386722
-0.230020067,-0.103235699,17.7063429,780.4899996,20.9,-8.280541289,2.08519,14.12128032,0.8506,0.5173,4.6647,2.6471,0.8517,0.5999,5.0814,1.4715,0.8073,0.3177,4.1643,3.2321,0.7551,0.6093,4.4773,1.529,0.81,0.5146,4.4298,2.7773,0.7828,0.3159,4.0591,3.22,2,1,2,4,1.925360486,2.020692208,2.181524467,2.371319042,5.324572465,4.840931162,5.325044932,8.104999162,4.866361665,1.4448,4.975176416
-0.210534594,-0.089402428,5.15274368,51.28000007,28.28,-7.863566769,2.13239,14.12128036,0.9706,0.4206,6.4475,5.108,0.9359,0.5736,6.0233,3.4933,0.9101,0.4754,5.6169,3.8636,0.744,0.544,3.9392,3.8546,0.8617,0.524,5.2746,2.8671,0.7451,0.5634,4.3841,2.4638,1,2,2,3,1.91838187,2.013822981,2.084522247,2.138929639,4.841168598,5.324319171,5.32471808,5.744712079,4.901502744,1.4448,4.465382851
-0.197023222,-0.099775718,10.61775875,11.90999998,211.8099999,-7.315272492,1.97777,14.1212795,0.9864,0.1081,6.3981,5.2031,0.9975,0.0745,6.899,5.662,0.8135,0.696,4.3239,0.4343,0.9823,0.1111,6.3617,5.1758,0.9857,0.0978,6.7852,5.4683,0.728,0.6921,3.7726,0.2886,1,2,2,3,1.921406256,2.050060975,2.058883435,2.234397682,4.841200505,5.324680387,5.32465487,5.744690674,5.33348138,1.4448,4.065501549
-0.206185853,-0.098690503,9.01741482,43.25999998,245.0999999,-7.520060072,2.05075,14.12128322,0.9694,0.3158,5.4237,4.1378,0.9531,0.3754,5.2623,3.6634,0.9658,0.3402,5.8127,4.6313,0.9402,0.3214,5.1798,4.0918,0.9162,0.3771,5.1341,3.6487,0.8866,0.3667,5.2652,4.1951,1,1,2,2,1.967514676,1.982948814,2.146892871,2.156862073,4.840216933,4.840410041,5.325252731,5.325316343,5.272703329,1.4448,4.263241435
-0.207266507,-0.078064768,10.42466547,38.94,84.32999995,-8.932708636,2.54046,14.12128116,0.9596,0.2616,6.0562,5.4175,0.9465,0.3834,6.2787,4.4213,0.97,0.2588,6.1418,5.3171,0.7646,0.4836,4.2124,3.5297,0.7877,0.5442,4.4726,2.9553,0.9527,0.2997,6.485,4.999,1,1,2,2,1.997885382,2.015254078,2.168869291,2.175743091,4.840367754,4.840502828,5.324744035,5.324895373,4.788304044,1.4448,5.544068044
-0.238247925,-0.10250809,8.20273225,11.02999999,228.9899999,-7.15455136,2.2417,14.12127969,0.8126,0.6351,3.9612,1.2534,0.8789,0.5221,4.3957,2.3848,0.7842,0.3064,3.4366,2.0043,0.7154,0.6407,3.5477,1.204,0.7911,0.5553,3.9675,1.5886,0.7715,0.6632,3.8653,0.6164,1,2,2,4,1.907079967,2.049149092,2.094307045,2.479005849,4.841237466,5.324839037,5.324780752,8.104995577,5.327780393,1.4448,4.86923172
-0.203538398,-0.090604057,11.6870172,66.76000001,228.4599997,-7.034112468,2.28372,14.121283,0.9726,0.3028,6.4221,5.2302,0.9563,0.3563,6.1922,4.7207,0.9548,0.3972,6.6879,5.333,0.9387,0.3138,6.0895,5.126,0.8872,0.3839,5.6862,4.392,0.7991,0.4605,5.0899,3.8242,1,1,2,2,1.97044056,1.982433605,2.14836077,2.153747664,4.84020792,4.840429721,5.325081831,5.32526738,5.532164694,1.4448,5.375663614
-0.208517118,-0.088165945,4.64392997,34.97999998,231.6900002,-7.688641374,2.1411,14.12128008,0.8972,0.5021,5.0821,1.977,0.8902,0.6281,5.4268,1.121,0.923,0.491,5.2112,2.1204,0.8077,0.526,4.5122,1.7771,0.8332,0.6025,5.0195,1.1498,0.7963,0.5508,4.2224,1.8093,1,2,3,2,1.918755065,2.012951564,2.077973532,2.097546662,4.840750559,5.324431017,5.74490084,5.324529116,5.205996986,1.4448,5.113943352
-0.216950039,-0.098265903,14.16272141,35.78,186.79,-8.133292262,1.80369,14.12128517,0.8328,0.5972,4.2785,2.1089,0.8961,0.4866,5.419,3.7234,0.8327,0.7044,4.4183,1.5671,0.682,0.6184,3.5498,1.9751,0.8101,0.7017,4.1489,1.5912,0.8283,0.4818,5.0386,3.6803,1,1,2,2,1.96844939,1.971073312,2.016573331,2.163663791,4.842877095,4.841224908,5.324631298,5.324960952,4.731108105,1.4448,4.560667306
-0.198456131,-0.06768528,8.02505412,171.19,191.76,-8.300067713,2.14309,14.12128479,0.8415,0.6383,4.2116,1.1788,0.867,0.3309,3.7605,1.7636,0.858,0.5194,4.3745,1.9702,0.7172,0.6252,3.6825,1.2968,0.7955,0.5458,4.0893,2.0393,0.813,0.3603,3.6863,1.6866,1,1,2,2,1.99529672,2.023609152,2.066520989,2.098211143,4.84119482,4.841039777,5.324610989,5.324580648,4.709832237,1.406,4.982723388
-0.209032679,-0.087001257,1.20156092,97.66000004,131.6199999,-8.081522242,1.86197,14.12127984,0.8551,0.7065,4.2763,0.1787,0.8594,0.6736,4.3711,1.5327,0.9058,0.6647,4.745,1.8282,0.7006,0.7068,3.5165,0.2455,0.702,0.6923,3.5462,0.4063,0.7705,0.6601,3.8982,0.8409,1,2,2,1,2.050409959,2.058645428,2.079550432,2.09043273,4.841348731,5.324683505,5.324657207,4.84117397,5.000342266,1.4072,4.639486489
-0.227509587,-0.102201118,14.80902735,161.2499999,76.78000003,-8.466975475,2.16479,14.12127906,0.8926,0.5273,5.5163,4.0201,0.8719,0.663,4.8934,1.6071,0.9085,0.4972,5.6361,3.4819,0.7435,0.5633,4.3567,3.0911,0.8128,0.5976,4.7851,2.6813,0.7946,0.5777,4.5806,2.6616,2,1,2,4,1.970460099,2.002317407,2.173275178,2.390103136,5.324405737,4.840938273,5.324974342,8.105005736,4.670397978,1.4448,4.885599255
-0.192489044,-0.083513876,8.45313158,4.939999999,113.1199999,-7.277660211,2.03732,14.12127972,0.9564,0.4157,5.6071,3.8757,0.9722,0.3037,6.682,5.5754,0.8617,0.4828,5.0496,1.9464,0.9036,0.4168,5.2043,3.838,0.8851,0.3504,5.629,4.7609,0.7471,0.5697,4.1088,1.8636,1,2,2,3,1.920075259,2.011901837,2.098580711,2.162662711,4.841179261,5.32451957,5.324709559,5.744104344,5.17013673,1.4448,5
-0.194131954,-0.073554635,6.02056454,50.41999996,143.61,-8.134996711,2.26594,14.12128104,0.9372,0.4698,5.4083,3.8147,0.9791,0.3391,5.6846,4.1783,0.9382,0.4604,5.5116,3.7924,0.8689,0.4667,4.9581,3.8393,0.7339,0.6225,3.4321,1.7725,0.9235,0.366,5.1939,3.7931,1,1,2,2,1.976827003,1.989092758,2.186378284,2.227202056,4.840191634,4.840528433,5.32482662,5.32615814,4.886023902,1.406,5.27572413
-0.208644559,-0.098210174,15.18480681,10.70000001,6.740000007,-8.3971904,2.07626,14.12128589,0.918,0.4354,6.7111,5.1958,0.8877,0.2271,5.4182,4.2394,0.9571,0.3402,6.3903,4.5945,0.854,0.4451,6.133,4.8481,0.7853,0.5101,4.623,2.6359,0.8676,0.4161,5.5423,3.729,1,2,1,2,1.924149163,1.991097436,2.02636892,2.178057391,4.842699131,5.324696703,4.840886607,5.324992307,4.902463886,1.4448,4.88729572
-0.219772754,-0.086890694,16.64718652,93.65999993,29.91000001,-11.09846015,2.1457,14.12127871,0.8906,0.5714,5.4787,3.5019,0.9542,0.5297,6.6165,4.9283,0.8174,0.6301,4.8512,1.6495,0.7141,0.56,3.7219,4.1671,0.7451,0.5755,4.6408,2.1416,0.8093,0.5978,4.9456,2.7697,2,1,2,4,1.975276436,2.005131666,2.181084363,2.389060485,5.324472323,4.840841417,5.32496436,8.105003933,3.568911834,1.4448,4.677068163
-0.215401154,-0.08685111,10.61522747,14.74000002,179.1500002,-7.741775019,2.12797,14.12127961,0.8398,0.6504,4.0836,1.6102,0.859,0.5844,4.2777,2.0048,0.8095,0.2703,3.4063,2.0537,0.7651,0.6541,3.7505,1.6011,0.7631,0.5896,3.8357,1.8667,0.735,0.7427,3.7192,1.0344,1,2,2,4,1.901490205,2.059114858,2.101314351,2.482193385,4.841071134,5.324749343,5.324714622,8.104991529,4.996580128,1.4448,4.363177902
-0.214564309,-0.099001461,8.39038339,11.51000001,113.3700001,-7.045294694,1.91592,14.12127592,0.8702,0.5912,4.9032,0.989,0.8505,0.6395,5.1016,1.5246,0.8917,0.6266,5.379,2.0136,0.7741,0.6004,4.1703,1.009,0.7447,0.6381,4.1121,1.0386,0.7606,0.7432,4.181,0.4421,2,2,3,3,1.984818632,1.988462723,2.019131001,2.025514009,5.324083403,5.324062157,5.744890987,5.744842426,5.142892233,1.3441,4.766412847
-0.202140759,-0.059869082,9.73274583,13.17999999,74.89000006,-7.930240207,2.61019,14.12128191,0.9397,0.5675,5.1613,2.5613,0.8758,0.5813,4.7875,1.6103,0.8701,0.6576,5.0112,1.976,0.7319,0.5968,4.1104,2.1663,0.8343,0.5989,4.3585,1.9686,0.8529,0.6088,4.7533,1.7926,1,1,2,2,1.96853575,1.985901558,2.1668784,2.209421644,4.840327917,4.840407669,5.325341844,5.32474389,5.351464665,1.4448,5.16185082
-0.220548842,-0.09115909,17.06387665,111.54,37.58000004,-11.99646833,2.12299,14.12127866,0.8954,0.5837,5.5365,3.2571,0.9573,0.4822,6.633,5.2673,0.8152,0.6426,4.8677,1.4789,0.7239,0.5567,3.8499,3.8966,0.7573,0.6026,4.4899,1.8417,0.8286,0.5749,5.3213,3.0064,2,1,2,4,1.974027609,2.004341787,2.181147863,2.388473152,5.324463946,4.840843077,5.324952092,8.10500467,3.225151542,1.4448,4.98721923
-0.196545813,-0.08619921,8.51520844,0.740000001,176.37,-7.870613647,2.28881,14.12127958,0.9868,0.1018,5.7922,4.607,0.9978,0.0527,6.5838,5.598,0.8425,0.5175,4.4069,0.5147,0.9852,0.1022,5.7803,4.603,0.9969,0.0536,6.5723,5.59,0.6738,0.6438,3.3824,0.1813,1,2,2,3,1.920407509,2.054182562,2.054182562,2.233068293,4.841152487,5.324755527,5.324755431,5.744682514,5.179295172,1.4448,5.054357662
-0.199600282,-0.078472826,11.25281912,134.6199999,52.47999997,-7.44184953,2.48278,14.12128441,0.9756,0.2842,6.4786,5.4762,0.929,0.393,5.4835,3.8606,0.8858,0.5969,4.7654,1.4829,0.903,0.3214,5.8723,5.0985,0.8737,0.4043,4.9956,3.786,0.7352,0.5787,4.1458,2.2963,1,1,2,1,1.995519231,2.034563835,2.081284699,2.083158659,4.840359377,4.840353289,5.324789371,4.841743316,5.33266955,1.4448,5.409933123
-0.198146265,-0.077092538,16.06855331,96.98000003,764.7500007,-8.223032154,1.90631,14.12128025,0.8259,0.5596,4.2392,1.6587,0.8811,0.48,4.8818,2.9268,0.5455,0.528,3.1499,1.465,0.7322,0.561,3.6228,1.6471,0.8001,0.4964,4.4128,2.7125,0.6787,0.6256,3.8826,1.2468,1,1,3,3,1.954418072,1.981254401,2.116499468,2.120667348,4.841033931,4.841661853,5.745025021,5.744804353,4.960745288,1.412,4.589949601
-0.234075962,-0.102499138,17.44339543,284.3899998,50.99,-8.392765614,2.18529,14.12127897,0.8834,0.5531,5.1674,3.2114,0.8728,0.65,4.8465,1.7735,0.8564,0.2308,4.5312,3.5401,0.7163,0.6006,4.007,2.3623,0.8313,0.6053,4.7566,2.3675,0.7786,0.6111,4.3475,1.8548,2,1,2,4,1.96844812,2.008023406,2.185807631,2.38090844,5.324477048,4.840960707,5.324983785,8.10500391,4.720584794,1.4448,5.01128101
-0.195449327,-0.093787686,12.50926669,1.110000001,250.7400003,-6.704814434,1.80311,14.12127529,0.9274,0.4029,5.259,3.1346,0.9539,0.4041,5.6431,3.1686,0.8871,0.5716,5.0781,2.2587,0.897,0.4034,5.0441,3.1259,0.9067,0.4112,5.2448,3.1297,0.7178,0.6195,3.9461,1.841,2,2,3,3,1.998694824,1.998694824,2.004482227,2.004482227,5.324440029,5.324440029,5.745023006,5.745022974,5.241400118,1.4969,5.245512668
-0.207158818,-0.084469589,3.65206085,4.520000001,219.0200003,-6.13026695,2.3286,14.12127994,0.9353,0.4776,5.3569,2.8314,0.8325,0.5802,4.509,1.8944,0.9156,0.4836,6.2113,4.225,0.8713,0.4829,4.8699,2.7436,0.7339,0.56,4.3572,2.3149,0.7972,0.5574,4.2234,2.0261,1,2,2,3,1.953099076,2.013799146,2.076444317,2.085209342,4.840792749,5.32446078,5.324553031,5.744878415,5.777289618,1.4448,4.745855195
-0.236990333,-0.093035564,24.4593385,76.13999993,95.56999997,-7.765541283,2.41866,14.12127663,0.8551,0.5209,4.5407,1.8126,0.9532,0.5782,5.5184,1.2893,0.8871,0.5252,4.8506,1.9948,0.6878,0.5428,3.428,1.515,0.7245,0.5629,3.7573,1.1581,0.6536,0.6623,3.5646,1.2683,2,2,2,2,2.009982587,2.019352619,2.025017531,2.051172835,5.324876528,5.32473785,5.324568521,5.324445143,5.087019966,1.4448,5.021189299
-0.204905691,-0.081364766,8.9819285,79.81000001,232.7300001,-6.729609094,2.28747,14.12128341,0.9085,0.4533,5.1489,3.6927,0.9365,0.3546,6.0104,4.5555,0.9836,0.2528,6.5263,5.405,0.8301,0.4711,4.5706,3.4557,0.7399,0.579,4.0713,2.2229,0.8521,0.4089,5.2655,3.7717,1,1,2,2,1.966460272,2.012613723,2.130911777,2.197547042,4.840784375,4.840313609,5.324998634,5.324692563,5.549441408,1.4448,5.049218023
-0.230409572,-0.106916556,17.0127554,30.44,351.0699997,-6.958627609,2.12858,14.1212799,0.8579,0.5101,4.6027,3.0362,0.8462,0.4725,4.3231,1.6551,0.831,0.3732,4.0914,2.3538,0.8124,0.5147,4.3103,2.986,0.7564,0.5517,4.0498,1.3968,0.7121,0.61,3.7703,1.8721,1,2,2,4,1.973638771,1.976072873,2.121343442,2.399301148,4.84099096,5.324519766,5.325125691,8.10500866,5.345381374,1.4448,5.013788285
-0.203245363,-0.062108655,10.22473423,24.2,93.66999998,-7.121196054,2.62876,14.1212816,0.9236,0.6015,5.5455,2.0819,0.9292,0.4999,5.8995,3.2389,0.859,0.6217,5.1932,1.9929,0.7401,0.6091,4.3831,1.9737,0.7538,0.6052,4.3781,1.2647,0.792,0.5971,4.7886,2.1492,1,1,2,2,1.977539886,1.994009278,2.161619994,2.250840954,4.840205786,4.840581934,5.324805148,5.32481956,5.409630071,1.4448,4.637224408
-0.207142199,-0.084026449,7.94531258,9.540000005,168.5900002,-7.073337719,2.33562,14.12128025,0.942,0.4634,5.3672,3.3538,0.94,0.3733,5.8481,4.6506,0.8378,0.5473,4.6772,1.758,0.8696,0.468,4.8538,3.2254,0.7491,0.5716,4.0585,1.463,0.8363,0.4367,4.8182,3.6264,1,2,2,3,1.918267187,2.015611322,2.097381463,2.124511473,4.841193477,5.324503984,5.324734687,5.744828891,5.421008884,1.4448,5.346352974
-0.217362528,-0.100769018,15.7925742,107.1499999,271.6800002,-7.801795402,2.03412,14.12128057,0.855,0.5162,5.3548,3.9421,0.8522,0.6532,5.1525,2.4329,0.873,0.555,5.443,2.8042,0.7831,0.5359,4.8197,3.7305,0.7998,0.6442,4.793,2.5774,0.7536,0.5694,4.2002,2.7333,2,1,2,4,1.95735587,1.977963346,2.163012945,2.401751652,5.324544461,4.840939693,5.325041329,8.105007277,5.019700962,1.4448,4.861697302
-0.208957401,-0.086330135,3.04582365,27.16999996,174.28,-9.009033515,2.19825,14.12128054,0.897,0.5006,5.3302,1.9642,0.9671,0.3931,6.2452,2.8883,0.9199,0.5172,5.4031,0.9841,0.7956,0.5107,4.4504,1.9786,0.8241,0.5164,4.6385,0.7141,0.7531,0.5807,4.0377,0.4153,1,2,2,3,1.903752873,2.026822883,2.076176775,2.135488937,4.841163544,5.324310597,5.324783382,5.744968723,4.720403519,1.4448,4.805500858
-0.215080207,-0.095046853,11.08598511,40.13999999,214.9499998,-8.232766411,1.82223,14.12128474,0.8316,0.6053,4.2029,2.0003,0.9202,0.4001,6.0021,4.5278,0.8654,0.4991,4.474,2.5274,0.6776,0.6154,3.4729,1.8871,0.8169,0.6673,4.167,1.6584,0.8819,0.4094,5.6685,4.3444,1,1,2,2,1.969709623,1.978067997,2.019729932,2.173254242,4.841236992,4.842612224,5.324662662,5.325012021,4.767109454,1.4448,4.647817482
-0.231285858,-0.104670444,15.7613557,728.7800006,58.59000003,-8.315886334,2.08069,14.1212802,0.8468,0.5365,4.7066,2.2624,0.8527,0.5936,5.1839,1.3435,0.8006,0.3201,4.2588,3.4362,0.7512,0.606,4.493,1.5846,0.8071,0.5247,4.4725,2.6045,0.7826,0.5673,4.4264,1.8321,2,1,2,4,1.929212015,2.01891877,2.185745639,2.373536812,5.324586978,4.840932346,5.325028331,8.105000811,4.838833562,1.4448,4.956534306
-0.171757629,-0.040691675,2.96979093,2.439999999,62.80999997,-7.545467752,2.44917,14.12128243,0.8961,0.5373,4.5685,2.1833,0.9199,0.5584,4.6424,1.4745,0.9073,0.1978,4.86,4.2429,0.8508,0.5347,4.3949,2.206,0.8183,0.5615,4.2941,1.4019,0.7401,0.6643,3.6648,0.9913,1,1,2,2,1.963202231,1.963202231,2.143543561,2.143543561,4.840399134,4.840398818,5.325641781,5.325641732,5.374752801,1.406,5.037426498
-0.209963725,-0.099951975,15.50931492,4.35,293.7299997,-7.072040472,2.00726,14.12127585,0.9263,0.414,5.1488,3.1442,0.9486,0.3932,5.5119,3.2747,0.8642,0.5425,4.7886,2.8499,0.8896,0.4195,4.9026,3.1073,0.8808,0.4116,5.0188,3.1361,0.7012,0.5958,3.836,1.8001,2,2,3,3,1.987800292,1.989349642,2.005288508,2.006715226,5.324341483,5.324360675,5.744175162,5.744745579,5.199471905,1.4448,4.720985744
-0.196663603,-0.082652646,4.96662555,150.6800002,145.7300001,-9.9011159,1.94778,14.12128012,0.9211,0.4374,5.4749,4.3374,0.9291,0.4466,5.8535,4.1378,0.8632,0.2082,3.7931,2.8095,0.6739,0.6816,3.3983,1.8869,0.8465,0.4753,4.9151,4.0341,0.8774,0.4583,5.2175,4.1119,1,1,2,2,1.990121604,1.994851624,2.1975996,2.344007253,4.840781531,4.840169262,5.324861727,5.325411824,4.146192247,1.406,5.072550667
-0.206382355,-0.091386278,1.65363244,28.42000004,60.28000007,-9.233366223,1.82598,14.12128576,0.8536,0.5831,4.8803,1.9622,0.934,0.536,6.5426,3.7583,0.9105,0.7199,5.6093,0.7331,0.7177,0.5807,3.8757,2.2243,0.7933,0.6576,4.7446,1.4035,0.8738,0.5965,5.7981,2.7804,1,2,1,1,1.908799099,2.025962734,2.058295654,2.0867894,4.844270233,5.324519473,4.841320066,4.840695092,4.460362933,1.4448,4.337242168
-0.245879355,-0.103680361,26.25980102,66.92999999,111.15,-8.603840999,2.35147,14.12127578,0.8506,0.5898,4.6216,1.268,0.9181,0.572,5.1068,1.6663,0.9218,0.4496,5.3157,2.2778,0.6913,0.5803,3.4946,1.1704,0.7645,0.5607,4.0757,1.0264,0.6151,0.6118,3.2076,2.3621,2,2,2,2,1.998330053,2.023137662,2.032018209,2.054733316,5.325046051,5.324900678,5.324588293,5.324473396,4.740749819,1.4448,4.717670503
-0.215555209,-0.093328365,16.41261664,72.24999993,193.7800002,-8.515694316,2.04201,14.12127949,0.8197,0.633,5.3027,2.722,0.9258,0.4908,6.4873,5.1571,0.9031,0.5286,6.6423,3.4942,0.7436,0.6145,4.5532,3.0077,0.8296,0.521,5.5344,4.5028,0.732,0.5986,4.3859,0.6032,2,1,2,4,1.963586769,1.987529874,2.178510041,2.396812258,5.324465261,4.840961022,5.324972394,8.105005315,4.772503675,1.4448,4.872096784
-0.202036235,-0.062122862,12.46759484,13.39999999,76.45000005,-6.947120002,2.64024,14.12128375,0.9505,0.5286,5.227,2.7909,0.8853,0.6,4.6325,1.7217,0.9122,0.6031,4.9706,1.7023,0.7596,0.5746,4.2739,2.2395,0.8477,0.5823,4.4786,1.9964,0.8113,0.5549,4.3489,1.9525,1,1,1,2,2.000340971,2.014922579,2.084286209,2.172843759,4.840411386,4.84034104,4.8417696,5.324876821,5.571535135,1.4448,5.269512944
-0.213193498,-0.092217406,1.44474117,22.59000001,55.53999995,-9.18857888,1.83227,14.12128577,0.8228,0.6562,4.4187,0.5752,0.9299,0.4522,5.9447,4.3082,0.8863,0.6483,5.0975,2.4631,0.6908,0.6497,3.6646,0.635,0.7653,0.6495,4.3515,1.7656,0.8631,0.479,5.292,3.8156,1,2,1,1,1.906919505,2.029249615,2.060413793,2.087282683,4.844265508,5.324534329,4.841315249,4.840894033,4.423880872,1.4448,4.216316261
-0.231900485,-0.088899537,8.61029524,28.18000001,182.9299998,-8.06834936,2.3035,14.1212798,0.7693,0.7143,3.7125,0.4955,0.8705,0.5266,4.4835,2.2157,0.7987,0.6598,3.9262,0.3051,0.6848,0.718,3.4223,0.5959,0.7858,0.5276,4.1242,2.1932,0.7534,0.6648,3.7409,0.5326,1,2,2,4,1.912659405,2.054805587,2.083791256,2.490590492,4.841244019,5.324760008,5.324693097,8.104995402,4.968404285,1.4448,4.903089987
-0.18057512,-0.08170097,7.76066887,124.8300002,449.3000004,-6.935949013,1.77223,14.12128108,0.9591,0.3267,5.1931,3.9635,0.9305,0.4079,4.912,3.3375,0.9347,0.3285,4.2979,3.5076,0.9349,0.3297,5.0067,3.9419,0.8712,0.4095,4.6743,3.3269,0.8857,0.3267,3.9588,3.1726,1,1,2,2,1.970854383,1.992658024,2.167834173,2.170732826,4.840248473,4.840522347,5.325350603,5.325508222,5.304609407,1.4906,5.276461804
-0.190917989,-0.074614878,4.72504412,60.02999992,247.8,-8.142874813,2.16243,14.12128192,0.9302,0.453,5.3711,4.2304,0.9462,0.439,5.8476,4.3472,0.9769,0.3352,5.5346,4.1177,0.8872,0.4538,5.0737,4.2126,0.828,0.476,4.3529,3.7815,0.7701,0.5517,4.2959,2.5081,1,1,2,2,1.972779004,1.988241686,2.130634647,2.188106259,4.840221835,4.840587071,5.326659312,5.324786741,4.902650812,1.406,5.443697499
-0.240982095,-0.097258731,2.23184222,63.95,193.64,-7.935815912,2.39014,14.12127971,0.8087,0.688,3.955,0.7368,0.8247,0.6151,4.2327,1.3897,0.7984,0.6892,3.9914,0.2645,0.6937,0.6943,3.4932,0.766,0.7499,0.7303,3.9125,1.0208,0.748,0.6015,3.8612,1.7308,1,2,2,4,1.91116352,2.056603997,2.090884263,2.48335519,4.841318724,5.324790589,5.32471321,8.104996091,5.08951811,1.4448,5.082186756
-0.200249962,-0.099958568,14.46500693,40.81999998,260.5800001,-6.584223554,1.78603,14.12128619,0.9616,0.3622,5.4593,4.1703,0.9495,0.4971,5.7438,4.0031,0.9578,0.3688,4.7939,3.3692,0.9321,0.3687,5.2099,4.1269,0.8316,0.4937,4.8711,3.8509,0.9014,0.4474,4.9766,3.721,1,1,2,2,1.944039351,2.015360514,2.087415148,2.134912879,4.840618522,4.840879418,5.324480262,5.325057783,5.337376723,1.4448,3.071882007
-0.214306806,-0.10570902,12.93049992,51.17000001,51.44999999,-8.502304579,1.97358,14.12128616,0.9097,0.4698,6.4531,4.9741,0.8623,0.4741,4.7866,2.8164,0.9558,0.348,6.8055,5.5194,0.8525,0.48,5.9927,4.7248,0.8205,0.4819,4.5264,2.7353,0.7147,0.595,4.5021,1.6703,1,2,1,2,1.922395641,1.990273599,2.027373917,2.177689142,4.842737218,5.324720369,4.840887319,5.325060558,4.828192438,1.4448,5.057991947
