HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,refractive index,Exp. Kr
-0.192382819,-0.076452119,4.61209606,2.037506178,2.379269249,-3.658961368,2.03779,6.1327947,0.9083,0.4714,5.1264,3.9894,0.9388,0.4059,5.8406,4.3933,0.8426,0.2383,3.4449,2.3427,0.8396,0.4789,4.5482,3.8925,0.8097,0.4594,4.5128,4.1225,0.7215,0.5546,4.013,2.7902,1,1,2,2,1.981591532,1.988591461,2.157694371,2.184997025,2.102081222,2.102327932,2.312975961,2.312527593,4.710965835,1.406,5.265032342
-0.20941224,-0.081400266,4.04347196,1.098297536,0.396199347,-4.45,2.28075,6.132794114,0.9367,0.5306,5.1208,3.3514,0.9787,0.3259,6.5025,5.3774,0.7716,0.6891,4.0764,1.0429,0.7738,0.5744,4.1671,2.6339,0.7667,0.601,4.1883,1.9119,0.8739,0.4825,5.3978,3.2573,1,2,2,3,1.92645737,1.998720591,2.093994747,2.191680177,2.102484473,2.312322436,2.312489526,2.4949921,3.909960202,1.4448,4.627087997
-0.201967064,-0.062763904,9.2317541,1.187520721,1.820135752,-3.374378919,2.53544,6.132795012,0.9379,0.6108,5.5525,2.172,0.9068,0.583,5.5038,2.1472,0.8769,0.604,5.1273,1.5772,0.7418,0.6003,4.4402,2.0643,0.8507,0.5965,4.703,1.6997,0.833,0.5914,4.8817,2.0603,1,1,2,2,1.97984166,1.988014839,2.164046672,2.169133007,2.10207923,2.102169756,2.312774651,2.312530151,5.149177978,1.4448,4.991045157
-0.228990848,-0.105561476,8.1647093,1.702688968,2.219453537,-3.524328812,1.80466,6.132794681,0.8111,0.7928,4.1959,0.1094,0.8995,0.4781,5.5197,2.0644,0.8887,0.5305,5.4369,2.3245,0.7321,0.7953,3.6498,0.1992,0.7232,0.6765,3.741,0.6135,0.8091,0.5437,4.589,1.915,1,2,2,4,1.92011484,2.019486321,2.051699783,2.507096528,2.102458095,2.312486924,2.312416512,3.519958925,4.666264863,1.4448,4.356547324
-0.204173118,-0.07907795,16.39730441,2.11119528,2.906259599,-3.799696817,1.97183,6.132794078,0.8103,0.5602,4.1178,1.6899,0.8626,0.4901,4.6215,2.6741,0.5308,0.5288,3.055,1.7333,0.7078,0.5637,3.504,1.6672,0.7708,0.5115,4.0405,2.4336,0.6972,0.6212,3.9651,1.3184,1,1,3,3,1.956418667,1.978283347,2.114830726,2.117989141,2.102434666,2.102720876,2.495020662,2.494955796,4.824709447,1.412,4.77815125
-0.199600282,-0.078472826,11.25281912,2.129109586,1.719993826,-3.231954186,2.48278,6.132795897,0.9756,0.2842,6.4786,5.4762,0.929,0.393,5.4835,3.8606,0.8858,0.5969,4.7654,1.4829,0.903,0.3214,5.8723,5.0985,0.8737,0.4043,4.9956,3.786,0.7352,0.5787,4.1458,2.2963,1,1,2,1,1.995519231,2.034563835,2.081284699,2.083158659,2.102141368,2.102138724,2.312526641,2.102742405,5.33266955,1.4448,5.409933123
-0.213665761,-0.103368475,15.40133793,1.756788199,1.858837851,-3.594141601,2.01049,6.132796627,0.9127,0.456,6.1759,4.6523,0.8864,0.2516,5.1048,4.0024,0.8634,0.4878,4.6765,2.8403,0.8579,0.465,5.7725,4.443,0.8175,0.4942,4.4069,2.7612,0.8762,0.252,5.0393,3.9891,1,2,1,2,1.92115408,1.994072717,2.02789053,2.17106057,2.103171893,2.312488299,2.10237161,2.312648687,4.918627067,1.4448,5.051152522
-0.214564309,-0.099001461,8.39038339,1.061075324,2.054498147,-3.059732609,1.91592,6.132792209,0.8702,0.5912,4.9032,0.989,0.8505,0.6395,5.1016,1.5246,0.8917,0.6266,5.379,2.0136,0.7741,0.6004,4.1703,1.009,0.7447,0.6381,4.1121,1.0386,0.7606,0.7432,4.181,0.4421,2,2,3,3,1.984818632,1.988462723,2.019131001,2.025514009,2.312220043,2.312210816,2.494974455,2.494953365,5.142892233,1.3441,4.766412847
-0.205258038,-0.07903056,11.35434347,2.108125095,1.889693791,-3.743041847,2.47623,6.132795711,0.9526,0.3754,5.8805,4.6342,0.9381,0.3982,4.9047,2.9449,0.9727,0.3185,5.9388,5.1423,0.8695,0.397,5.1853,4.3685,0.7867,0.4627,4.0812,2.7629,0.8208,0.508,4.4881,2.6531,1,1,2,1,1.975629014,2.06101213,2.076812461,2.095086872,2.10216519,2.102146791,2.31255612,2.102734075,5.059483834,1.4448,5.409933123
-0.187137926,-0.071722587,7.32099543,2.607272688,2.515820878,-3.23128792,2.16608,6.132795189,0.966,0.3238,5.2977,4.4298,0.9589,0.3376,4.8796,3.8351,0.9561,0.3135,4.009,3.4412,0.9297,0.3254,5.1419,4.4053,0.9336,0.3409,4.6419,3.8097,0.9273,0.3196,3.8744,3.2423,1,1,2,2,1.958050306,1.996103705,2.095923901,2.151682597,2.102206654,2.102157536,2.312784648,2.312805676,5.186351598,1.4906,5.045322979
-0.206382355,-0.091386278,1.65363244,1.453624074,1.780173244,-4.01,1.82598,6.132796482,0.8536,0.5831,4.8803,1.9622,0.934,0.536,6.5426,3.7583,0.9105,0.7199,5.6093,0.7331,0.7177,0.5807,3.8757,2.2243,0.7933,0.6576,4.7446,1.4035,0.8738,0.5965,5.7981,2.7804,1,2,1,1,1.908799099,2.025962734,2.058295654,2.0867894,2.103839831,2.312409426,2.10255859,2.102287167,4.460362933,1.4448,4.337242168
-0.216950039,-0.098265903,14.16272141,1.553640336,2.271353622,-3.532243949,1.80369,6.132796225,0.8328,0.5972,4.2785,2.1089,0.8961,0.4866,5.419,3.7234,0.8327,0.7044,4.4183,1.5671,0.682,0.6184,3.5498,1.9751,0.8101,0.7017,4.1489,1.5912,0.8283,0.4818,5.0386,3.6803,1,1,2,2,1.96844939,1.971073312,2.016573331,2.163663791,2.103234799,2.102517263,2.312457991,2.312601158,4.731108105,1.4448,4.560667306
-0.210032038,-0.067738141,11.1566583,1.774443969,2.131169383,-3.722161667,2.28558,6.132795148,0.8039,0.7064,3.9379,0.5151,0.9061,0.5634,4.9617,1.6608,0.9124,0.4744,4.8819,2.602,0.6854,0.6874,3.3267,0.455,0.788,0.6607,3.9846,1.3937,0.802,0.5028,4.1613,2.6218,1,1,2,2,1.970097967,2.004659572,2.122764471,2.1724065,2.102252952,2.102132511,2.312582763,2.312541888,4.901827963,1.4448,4.851937465
-0.20942795,-0.101319236,15.74929248,0.545307116,2.474609574,-3.135488919,1.93468,6.132792191,0.9218,0.4576,5.1741,2.9911,0.9494,0.4287,5.5739,3.2117,0.8701,0.5276,5.0378,3.0516,0.8824,0.4637,4.881,2.9412,0.8891,0.4363,5.0942,3.0757,0.7057,0.6076,3.8467,1.5354,2,2,3,3,1.990744082,1.991552661,2.008026643,2.010907258,2.312344312,2.31233898,2.494992794,2.494986348,5.134780883,1.4448,4.635483747
-0.200225133,-0.078679833,13.11486823,1.810904281,1.96964884,-2.575118363,2.5188,6.132796155,0.965,0.3152,6.4513,5.2786,0.93,0.4202,5.5296,3.7938,0.9438,0.3893,5.8724,4.0936,0.9085,0.3397,5.924,4.9772,0.8667,0.4319,5.0351,3.6769,0.8322,0.4642,4.8051,3.1179,1,1,1,2,1.992109686,2.038019382,2.061912947,2.084263179,2.102138244,2.10213131,2.102894513,2.31251539,5.923778701,1.4448,4.045322979
-0.230681258,-0.106745703,15.3289738,1.406369835,2.53717662,-3.199008139,2.12714,6.132793951,0.8541,0.5233,4.4607,3.0528,0.8481,0.4857,4.0547,2.5565,0.8237,0.6504,4.1422,1.4945,0.8055,0.5306,4.1815,3.0087,0.7212,0.5374,3.5057,2.3235,0.7302,0.6124,3.6761,1.7383,1,2,2,4,1.973681079,1.978274501,2.119767204,2.400240821,2.102414117,2.312431784,2.312673992,3.519960798,5.206163491,1.4448,4.69019608
-0.230020067,-0.103235699,17.7063429,2.892367343,1.320146286,-3.596193389,2.08519,6.13279412,0.8506,0.5173,4.6647,2.6471,0.8517,0.5999,5.0814,1.4715,0.8073,0.3177,4.1643,3.2321,0.7551,0.6093,4.4773,1.529,0.81,0.5146,4.4298,2.7773,0.7828,0.3159,4.0591,3.22,2,1,2,4,1.925360486,2.020692208,2.181524467,2.371319042,2.31243244,2.102389691,2.31263763,3.519956412,4.866361665,1.4448,4.975176416
-0.172957902,-0.067854215,2.85699596,-0.420216403,1.325515663,-3.631527162,1.78561,6.132795857,0.9111,0.5316,4.776,2.4751,0.9212,0.5362,4.8554,2.2989,0.8961,0.4737,3.9384,1.391,0.8749,0.5288,4.6194,2.4988,0.8609,0.5321,4.455,2.3002,0.7579,0.626,4.1079,1.7585,1,1,2,2,1.964379037,1.964379037,2.143432061,2.143432061,2.102266371,2.102266474,2.312690038,2.312690862,4.692058475,1.406,4.264817823
-0.200468192,-0.101402789,14.16506012,0.887054378,2.438874469,-3.079928876,1.76147,6.132792133,0.9396,0.4038,5.5154,3.7011,0.9545,0.3982,5.7245,3.4635,0.9194,0.3889,6.0958,4.9636,0.9079,0.4073,5.257,3.6501,0.9119,0.4016,5.3719,3.3864,0.7202,0.5187,4.0195,2.479,2,2,3,3,1.985596888,1.989128704,2.008672696,2.012349373,2.312331152,2.312353663,2.495047112,2.494995378,5.065293142,1.4448,4.88592634
-0.207627126,-0.084494306,7.22094334,0.880813592,2.170936109,-3.101823517,2.34427,6.13279415,0.9425,0.451,5.347,3.483,0.9535,0.3454,6.0587,4.9675,0.8257,0.5471,4.5099,1.476,0.8703,0.4557,4.8386,3.3765,0.799,0.4686,4.7043,2.6376,0.7858,0.5402,4.329,0.9093,1,2,2,3,1.921485363,2.014350764,2.092038958,2.138318031,2.102503784,2.312409045,2.312499825,2.494981652,5.364284065,1.4448,5.190331698
-0.219058179,-0.08833265,12.1786884,1.218797998,2.302417519,-3.210348791,2.24964,6.13279477,0.8502,0.5934,4.1933,1.6574,0.886,0.6599,5.1739,1.8405,0.9253,0.5882,4.5924,1.9645,0.7503,0.6039,3.7264,1.5502,0.7712,0.6483,4.2252,1.4165,0.7124,0.643,3.6069,0.5964,1,2,2,2,1.933314253,2.01898316,2.047346087,2.094302987,2.102278622,2.312486036,2.312227619,2.312657439,5.258781194,1.4448,4.968949681
-0.214226149,-0.097829244,13.44769206,1.392345155,2.324117763,-3.08958906,2.1047,6.132792208,0.9017,0.4952,5.4625,3.0082,0.907,0.4428,5.2293,3.1761,0.9103,0.5225,5.8349,3.4021,0.8278,0.504,4.7522,2.9905,0.8135,0.4788,4.457,2.8499,0.8833,0.5103,5.6158,2.9095,2,2,3,3,1.987692381,1.994093528,2.001078459,2.009969652,2.31231867,2.312282404,2.495024358,2.494968856,5.215178853,1.4448,5.06069784
-0.204341723,-0.083252709,6.76872847,0.867467488,2.464429928,-2.860750782,2.24131,6.132793953,0.9286,0.4517,5.1943,2.8639,0.8585,0.5212,4.6463,2.5673,0.9506,0.5153,5.4771,2.405,0.8725,0.4558,4.8028,2.7607,0.7708,0.5513,4.1168,2.161,0.7562,0.5635,4.0648,1.6096,1,2,2,3,1.945124418,2.009899002,2.067091435,2.077107123,2.102247427,2.31241353,2.312314819,2.494609516,5.59244814,1.4448,5.320146286
-0.196846785,-0.081335792,12.13977036,2.172077257,2.256116147,-3.197773762,2.44869,6.132794815,0.9847,0.2253,6.8487,5.8922,0.9339,0.3906,5.5344,3.9888,0.956,0.4055,5.8093,4.1491,0.9544,0.2443,6.5737,5.6889,0.8852,0.3899,5.0413,4.0145,0.8242,0.4953,4.9403,2.8315,1,1,2,2,2.001067965,2.00439567,2.100101426,2.183435367,2.102120393,2.102092757,2.312507121,2.312557917,5.47263586,1.4448,5.053078443
-0.218127302,-0.056633495,5.3753601,2.365693852,2.761401557,-3.218172847,2.59957,6.132794292,0.8245,0.553,4.0609,1.7717,0.7155,0.5658,3.8053,1.8032,0.8226,0.341,3.0554,1.5387,0.5294,0.5672,2.5755,1.5861,0.6673,0.5646,3.5298,1.3083,0.8121,0.5498,3.8904,1.2993,1,1,3,3,1.977935793,2.011669207,2.075188907,2.120705071,2.102732258,2.102347696,2.495087978,2.495182335,5.382134725,1.4906,4.840106094
-0.191445879,-0.093308673,6.15291827,1.95717613,2.477743298,-3.410608977,1.5797,6.132795228,0.9238,0.4407,5.6942,4.6732,0.9415,0.4397,6.2252,4.7573,0.8904,0.3333,4.6403,3.3588,0.8056,0.5374,4.4166,3.5621,0.8414,0.5533,5.0785,3.5175,0.8799,0.5224,5.4595,4.0354,1,1,2,2,1.973726931,1.999222599,2.106271113,2.192763097,2.102316334,2.102126709,2.312643507,2.312601602,4.736801848,1.406,5.460730839
-0.213852594,-0.084626314,7.26681683,1.28057837,2.229041573,-3.673050006,2.28232,6.132794441,0.8605,0.5627,5.0013,2.6393,0.8993,0.4907,5.1972,2.9842,0.8697,0.2765,4.5667,3.432,0.7483,0.5846,4.1248,2.4403,0.8113,0.5094,4.5362,2.6904,0.7524,0.6518,4.3391,1.2985,1,1,2,2,1.938032249,2.048000244,2.062607331,2.100563972,2.102528616,2.103321249,2.312524103,2.312509215,4.958084944,1.4448,5.157607853
-0.216905552,-0.086437234,6.53898119,1.23146959,2.240424433,-3.212185433,2.18408,6.132794996,0.84,0.6,4.224,0.8964,0.9079,0.5609,5.3924,2.747,0.9218,0.5587,4.6628,1.9343,0.7272,0.602,3.6763,0.834,0.789,0.5818,4.4134,2.0204,0.7458,0.6504,3.7679,0.3074,1,2,2,2,1.933641384,2.01095624,2.026313154,2.072767474,2.102268258,2.312465013,2.312222646,2.31260932,5.223094929,1.4448,4.828015064
-0.237533825,-0.093054393,6.72969178,1.631342286,2.290034611,-3.511590311,2.38872,6.132793844,0.7904,0.7109,3.8693,0.6206,0.8346,0.6079,4.2746,1.2683,0.7347,0.2964,3.3896,2.058,0.6861,0.7124,3.4687,0.6692,0.7305,0.6481,3.9382,0.4199,0.7593,0.6505,3.7986,0.6221,1,2,2,4,1.910602261,2.054125848,2.09651735,2.491473861,2.102580161,2.312513233,2.312491662,3.519954798,5.060105628,1.4448,4.986427193
-0.235909743,-0.107209133,14.57355426,2.896090602,2.063858549,-3.542572307,2.08252,6.132794207,0.8439,0.6165,4.7102,2.1147,0.83,0.632,4.7936,1.9259,0.8851,0.5492,4.9642,2.5467,0.7404,0.6161,4.3143,2.0662,0.8026,0.6333,4.4804,1.9365,0.759,0.5668,3.9551,1.993,2,1,2,4,1.92278678,2.018271042,2.189813234,2.364201768,2.312457378,2.102394219,2.312626784,3.519956588,4.944157939,1.4448,5.016390416
-0.196006667,-0.07220679,5.29316386,2.158452961,2.295984701,-4.01,2.15363,6.1327941,0.9009,0.4837,5.0964,3.708,0.9759,0.3492,5.5031,4.0464,0.9195,0.4122,5.5645,4.1276,0.7195,0.6457,3.5768,1.5841,0.7903,0.5859,4.4166,2.5203,0.8551,0.4265,4.7759,3.1442,1,1,2,2,1.989342856,1.99406018,2.191350725,2.282200035,2.102327315,2.102057772,2.312547005,2.312751782,4.5162698,1.406,5.151731913
-0.203247973,-0.087694745,6.43165897,1.962700732,1.761702368,-3.7070797,2.07342,6.132793853,0.9301,0.5739,5.3171,2.7683,0.8843,0.572,4.9777,2.3726,0.8549,0.6307,4.7552,1.7805,0.8436,0.5754,4.9147,2.548,0.8319,0.5696,4.5189,2.1628,0.7663,0.6235,4.0794,1.7105,1,2,2,3,1.942306618,2.031276446,2.065915051,2.090908176,2.102241833,2.312344502,2.312319749,2.494992628,4.860859462,1.4448,4.222716471
-0.22361292,-0.076725772,9.40255289,2.143670433,2.291524245,-3.010550182,2.60339,6.132793846,0.8531,0.5769,4.833,1.4555,0.8346,0.6377,4.2511,0.7927,0.8503,0.5941,4.9394,1.607,0.6969,0.6037,3.5712,1.2337,0.7615,0.6103,4.0947,1.0176,0.7381,0.6023,3.9873,1.3241,1,2,2,4,1.922114981,2.045819151,2.078339963,2.496016426,2.102490785,2.312388696,2.312355355,3.5199544,5.503480926,1.4448,5.10720997
-0.203245363,-0.062108655,10.22473423,1.383815366,1.97160052,-3.092696151,2.62876,6.132794677,0.9236,0.6015,5.5455,2.0819,0.9292,0.4999,5.8995,3.2389,0.859,0.6217,5.1932,1.9929,0.7401,0.6091,4.3831,1.9737,0.7538,0.6052,4.3781,1.2647,0.792,0.5971,4.7886,2.1492,1,1,2,2,1.977539886,1.994009278,2.161619994,2.250840954,2.102074664,2.102238023,2.312533493,2.312539752,5.409630071,1.4448,4.637224408
-0.213426164,-0.098999306,6.40284075,-1.522878745,0.298853076,-2.902048929,1.90482,6.132792252,0.887,0.5674,4.8463,0.9645,0.862,0.6589,5.0939,0.5854,0.869,0.6367,4.8981,1.5899,0.7906,0.5759,4.1928,1.0006,0.7217,0.6538,3.8036,0.9549,0.7718,0.7368,4.2483,0.5567,2,2,3,3,1.984744064,1.984744064,2.008828763,2.008828763,2.312218329,2.312218414,2.495066851,2.495066295,5.295308811,1.5011,4.923761961
-0.208714871,-0.083881578,5.95736678,0.84135947,0.881954971,-4.62,2.22848,6.132794031,0.9489,0.5092,5.2815,3.6235,0.9736,0.3426,6.4109,5.2569,0.8051,0.682,4.1221,1.2335,0.7808,0.5579,4.2511,2.8412,0.7893,0.6075,4.1751,1.9764,0.8304,0.5264,4.8664,2.5432,1,2,2,3,1.926189243,2.00241654,2.096454388,2.204113881,2.102508997,2.312325567,2.312486903,2.495000908,3.734182233,1.4448,4.455931956
-0.198456131,-0.06768528,8.02505412,2.233478392,2.282758021,-3.604673607,2.14309,6.132796061,0.8415,0.6383,4.2116,1.1788,0.867,0.3309,3.7605,1.7636,0.858,0.5194,4.3745,1.9702,0.7172,0.6252,3.6825,1.2968,0.7955,0.5458,4.0893,2.0393,0.813,0.3603,3.6863,1.6866,1,1,2,2,1.99529672,2.023609152,2.066520989,2.098211143,2.102504196,2.102436862,2.312449171,2.312435994,4.709832237,1.406,4.982723388
-0.227318252,-0.105530565,18.22254779,2.814693651,1.443888547,-3.754981129,2.03866,6.132793986,0.8527,0.4984,5.0862,3.013,0.8558,0.6265,5.9814,2.0701,0.8084,0.3074,4.6749,4.0979,0.7632,0.6321,5.058,2.2331,0.815,0.4937,4.7947,3.2237,0.7712,0.5633,4.4643,1.0233,2,1,2,4,1.935924844,2.016905798,2.184717373,2.371270967,2.312422012,2.102389108,2.312624881,3.519956967,4.709377416,1.4448,4.84509804
-0.192489044,-0.083513876,8.45313158,0.693726949,2.053539396,-3.160647671,2.03732,6.13279386,0.9564,0.4157,5.6071,3.8757,0.9722,0.3037,6.682,5.5754,0.8617,0.4828,5.0496,1.9464,0.9036,0.4168,5.2043,3.838,0.8851,0.3504,5.629,4.7609,0.7471,0.5697,4.1088,1.8636,1,2,2,3,1.920075259,2.011901837,2.098580711,2.162662711,2.102497439,2.312409468,2.312491979,2.49463282,5.17013673,1.4448,5
-0.208517118,-0.088165945,4.64392997,1.543819805,2.36490729,-3.339134522,2.1411,6.132794017,0.8972,0.5021,5.0821,1.977,0.8902,0.6281,5.4268,1.121,0.923,0.491,5.2112,2.1204,0.8077,0.526,4.5122,1.7771,0.8332,0.6025,5.0195,1.1498,0.7963,0.5508,4.2224,1.8093,1,2,3,2,1.918755065,2.012951564,2.077973532,2.097546662,2.102311256,2.31237101,2.494978734,2.312413614,5.205996986,1.4448,5.113943352
-0.226724675,-0.104955856,10.96384484,2.075838826,2.241098009,-3.287939858,1.79676,6.132794311,0.8258,0.7733,4.251,0.7498,0.8965,0.5074,5.4038,2.1334,0.8779,0.607,5.2184,0.7244,0.7381,0.7682,3.6935,0.8309,0.745,0.6948,3.8244,1.0747,0.802,0.6181,4.436,2.4008,1,2,2,4,1.916051148,2.033141904,2.068741163,2.51007968,2.102504436,2.312508179,2.312446083,3.519956181,4.879952857,1.4448,4.313264452
-0.239796916,-0.093639535,24.67583557,1.852052809,1.994800899,-3.37427609,2.42307,6.132792505,0.8321,0.6519,4.1896,0.6923,0.915,0.4306,5.0227,2.2976,0.9352,0.5095,5.1128,1.4321,0.6871,0.6371,3.4216,0.9533,0.7173,0.4933,3.6628,1.4597,0.6339,0.6625,3.296,1.5528,2,2,2,2,2.010891345,2.019924751,2.024545875,2.05042776,2.312566862,2.312506212,2.312437643,2.312377632,5.114001847,1.4448,4.857332496
-0.214466544,-0.084988602,3.78353216,0.892094603,1.431363764,-3.397289055,2.45469,6.132794589,0.8956,0.4909,5.5131,3.3887,0.9495,0.2741,6.194,4.843,0.8523,0.2708,4.4648,2.6747,0.7941,0.5125,4.9301,3.1179,0.8837,0.3139,5.4756,4.3703,0.6367,0.7372,3.3647,0.6319,1,1,2,2,1.952409793,2.006008973,2.078496091,2.078496091,2.10257608,2.103297798,2.312520233,2.312520254,5.165214273,1.4448,5.462397998
-0.177223805,-0.043881126,9.76997107,1.567849451,2.024321442,-4.07,2.50181,6.132794333,0.9868,0.3993,6.1863,3.469,0.9592,0.4328,5.7915,3.202,0.9721,0.3703,6.1755,3.9644,0.755,0.5041,4.5696,2.5801,0.9201,0.4191,5.8111,3.3295,0.9233,0.507,5.5539,2.8097,1,1,2,2,1.987471509,2.004688504,2.178842583,2.187365082,2.102110334,2.102104636,2.312521502,2.312552038,4.664728062,1.406,4.301029996
-0.195449327,-0.093787686,12.50926669,0.045322979,2.399223622,-2.911863911,1.80311,6.132791936,0.9274,0.4029,5.259,3.1346,0.9539,0.4041,5.6431,3.1686,0.8871,0.5716,5.0781,2.2587,0.897,0.4034,5.0441,3.1259,0.9067,0.4112,5.2448,3.1297,0.7178,0.6195,3.9461,1.841,2,2,3,3,1.998694824,1.998694824,2.004482227,2.004482227,2.312374924,2.312374924,2.49503179,2.495031776,5.241400118,1.4969,5.245512668
-0.205520312,-0.082445677,4.20697576,1.047664195,2.329845166,-2.612076533,2.34084,6.132794028,0.9346,0.4754,5.4911,3.0352,0.8869,0.5252,5.2474,2.9013,0.9011,0.5259,5.8884,2.9647,0.8625,0.4833,4.8768,2.9535,0.7708,0.5415,4.5485,2.4341,0.7799,0.5742,4.1899,1.8939,1,2,2,3,1.951733845,2.012185379,2.079859611,2.090697013,2.102299589,2.312385713,2.312410949,2.494973636,5.818394493,1.4448,4.901458321
-0.171757629,-0.040691675,2.96979093,0.387389826,1.798028793,-3.276955008,2.44917,6.132795036,0.8961,0.5373,4.5685,2.1833,0.9199,0.5584,4.6424,1.4745,0.9073,0.1978,4.86,4.2429,0.8508,0.5347,4.3949,2.206,0.8183,0.5615,4.2941,1.4019,0.7401,0.6643,3.6648,0.9913,1,1,2,2,1.963202231,1.963202231,2.143543561,2.143543561,2.102158634,2.102158497,2.312896838,2.312896817,5.374752801,1.406,5.037426498
-0.202821551,-0.061981552,10.01973998,1.289142836,2.007406352,-3.101878424,2.64304,6.132795085,0.9478,0.5359,5.3023,2.833,0.8868,0.5737,4.8032,1.9231,0.8815,0.673,5.1481,1.724,0.7427,0.5875,4.2404,2.2318,0.844,0.5901,4.5036,2.0958,0.8474,0.5878,4.7617,1.9712,1,1,2,2,1.974985823,1.985954682,2.157759486,2.173199715,2.102096362,2.102158462,2.312735379,2.312539266,5.4791625,1.4448,5.33243846
-0.219772754,-0.086890694,16.64718652,1.971554153,1.475816413,-4.82,2.1457,6.132793422,0.8906,0.5714,5.4787,3.5019,0.9542,0.5297,6.6165,4.9283,0.8174,0.6301,4.8512,1.6495,0.7141,0.56,3.7219,4.1671,0.7451,0.5755,4.6408,2.1416,0.8093,0.5978,4.9456,2.7697,2,1,2,4,1.975276436,2.005131666,2.181084363,2.389060485,2.312388949,2.102350715,2.312602638,3.519958484,3.568911834,1.4448,4.677068163
-0.206657272,-0.083894677,5.71746951,0.731588765,2.199398602,-3.13990167,2.32647,6.132793829,0.9405,0.4569,5.349,3.5203,0.9224,0.4077,5.6767,4.1286,0.8588,0.523,4.9932,1.9314,0.8676,0.461,4.8305,3.3919,0.7309,0.5723,4.1245,1.0825,0.8188,0.4909,4.5058,1.9446,1,2,2,3,1.924327675,2.019192165,2.111983665,2.146290754,2.102486394,2.31241408,2.312456426,2.495013577,5.312512211,1.4448,5.264817823
-0.231900485,-0.088899537,8.61029524,1.449940989,2.262284934,-3.504039605,2.3035,6.132793893,0.7693,0.7143,3.7125,0.4955,0.8705,0.5266,4.4835,2.2157,0.7987,0.6598,3.9262,0.3051,0.6848,0.718,3.4223,0.5959,0.7858,0.5276,4.1242,2.1932,0.7534,0.6648,3.7409,0.5326,1,2,2,4,1.912659405,2.054805587,2.083791256,2.490590492,2.102525563,2.312513889,2.31248483,3.519954779,4.968404285,1.4448,4.903089987
-0.221893472,-0.087020905,7.04012599,0.73239376,1.225567713,-3.506541949,2.4522,6.132794506,0.8667,0.5758,5.3161,2.5145,0.9361,0.3024,5.9663,4.5035,0.8041,0.2916,4.3382,2.0148,0.7191,0.6021,4.4743,1.6317,0.8509,0.3505,5.0896,3.887,0.6561,0.7158,3.4995,0.1256,1,1,2,2,1.952921913,2.009340688,2.082189713,2.082189713,2.102574297,2.103363766,2.312505239,2.312505641,4.948110564,1.4448,5.301029996
-0.215555209,-0.093328365,16.41261664,1.858837851,2.287308952,-3.698319051,2.04201,6.132793762,0.8197,0.633,5.3027,2.722,0.9258,0.4908,6.4873,5.1571,0.9031,0.5286,6.6423,3.4942,0.7436,0.6145,4.5532,3.0077,0.8296,0.521,5.5344,4.5028,0.732,0.5986,4.3859,0.6032,2,1,2,4,1.963586769,1.987529874,2.178510041,2.396812258,2.312385882,2.102402659,2.312606127,3.519959084,4.772503675,1.4448,4.872096784
-0.211799163,-0.096810271,8.42384933,0.843232778,2.045870392,-3.0839147,1.89227,6.132792179,0.8754,0.6008,4.9928,0.8125,0.8588,0.6493,5.268,1.5792,0.88,0.6392,5.255,1.8487,0.7696,0.6099,4.2488,0.8018,0.7531,0.6475,4.2378,0.9971,0.7754,0.7236,4.254,0.526,2,2,3,3,1.986501951,1.987868708,2.015524001,2.027042427,2.312199684,2.3122291,2.495035943,2.495033818,5.107835036,1.4448,4.227886705
-0.191494542,-0.075775834,5.09398601,1.797475288,2.401848391,-3.593800576,2.14921,6.132794737,0.9301,0.4538,5.452,4.336,0.9481,0.4382,5.9452,4.3335,0.9762,0.3365,5.6263,4.5652,0.8851,0.4564,5.1073,4.2891,0.8237,0.4967,4.3859,3.6526,0.7695,0.5555,4.3959,2.8076,1,1,2,2,1.972946274,1.98845191,2.127846329,2.191277481,2.102076587,2.102234214,2.313326841,2.312527191,4.850627235,1.406,5.431798276
-0.18057512,-0.08170097,7.76066887,2.096318971,2.652536419,-3.012244383,1.77223,6.13279445,0.9591,0.3267,5.1931,3.9635,0.9305,0.4079,4.912,3.3375,0.9347,0.3285,4.2979,3.5076,0.9349,0.3297,5.0067,3.9419,0.8712,0.4095,4.6743,3.3269,0.8857,0.3267,3.9588,3.1726,1,1,2,2,1.970854383,1.992658024,2.167834173,2.170732826,2.102093203,2.102212145,2.312770381,2.312838834,5.304609407,1.4906,5.276461804
