HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,refractive index,Exp. Kr
-0.206185853,-0.098690503,9.01741482,1.636086515,2.389343311,-3.265920593,2.05075,6.132795379,0.9694,0.3158,5.4237,4.1378,0.9531,0.3754,5.2623,3.6634,0.9658,0.3402,5.8127,4.6313,0.9402,0.3214,5.1798,4.0918,0.9162,0.3771,5.1341,3.6487,0.8866,0.3667,5.2652,4.1951,1,1,2,2,1.967514676,1.982948814,2.146892871,2.156862073,2.102079505,2.102163371,2.312727876,2.312755502,5.272703329,1.4448,4.263241435
-0.207158818,-0.084469589,3.65206085,0.655138435,2.340483775,-2.662341109,2.3286,6.132793956,0.9353,0.4776,5.3569,2.8314,0.8325,0.5802,4.509,1.8944,0.9156,0.4836,6.2113,4.225,0.8713,0.4829,4.8699,2.7436,0.7339,0.56,4.3572,2.3149,0.7972,0.5574,4.2234,2.0261,1,2,2,3,1.953099076,2.013799146,2.076444317,2.085209342,2.102329579,2.312383936,2.312424,2.494968995,5.777289618,1.4448,4.745855195
-0.206335032,-0.093927345,7.54907374,1.40277707,2.051036695,-3.248259126,1.83262,6.132792035,0.8799,0.5999,5.0247,1.1691,0.8711,0.627,5.3127,1.7561,0.8915,0.613,5.4041,2.3981,0.7779,0.6058,4.2015,1.1864,0.7549,0.6269,4.2048,1.2135,0.764,0.739,4.2861,0.5937,2,2,3,3,1.976211021,1.987684834,2.026845332,2.034475854,2.312202224,2.312199875,2.494753354,2.494909804,4.917073806,1.4448,4.037426498
-0.227644334,-0.115388278,16.54478997,2.201315174,2.450618563,-3.126330707,1.75855,6.132793369,0.8793,0.5803,4.6794,2.6634,0.8748,0.4888,4.1812,2.3164,0.8937,0.4839,4.6336,2.0408,0.8109,0.5788,4.2241,2.5811,0.8184,0.4873,4.2864,2.028,0.8026,0.5082,4.16,2.1886,2,1,2,4,1.989380808,2.002195295,2.132965307,2.387050691,2.312407543,2.102405095,2.312657016,3.519963852,5.041282225,1.4448,3.698970004
-0.230846407,-0.116533334,13.10507658,1.29710365,0.871572936,-4.28,1.85311,6.132794259,0.8338,0.5889,6.3302,4.0985,0.7987,0.2742,5.4461,4.5933,0.919,0.341,5.934,4.3204,0.7495,0.5853,5.0164,4.5387,0.7733,0.2778,5.2948,4.3975,0.7288,0.5867,4.5786,0.2107,1,1,2,2,1.962949057,2.029414448,2.087891281,2.088060104,2.102560476,2.103452211,2.312487686,2.312489103,4.028267147,1.4448,4.081670047
-0.226120447,-0.10229907,18.69684113,2.709897199,1.773932647,-3.891434976,2.08138,6.132793878,0.8505,0.5244,5.5121,2.5173,0.8498,0.6237,5.9675,0.9787,0.8065,0.2799,5.1208,4.6185,0.7551,0.6672,5.076,1.7153,0.8096,0.4876,5.0498,3.5687,0.7318,0.6032,4.3791,0.5179,2,1,2,4,1.942199526,2.014611873,2.183042602,2.375745357,2.312405449,2.102386226,2.312603146,3.519957246,4.666152833,1.4448,4.551523927
-0.204905691,-0.081364766,8.9819285,1.902057311,2.36685237,-2.922632095,2.28747,6.132795462,0.9085,0.4533,5.1489,3.6927,0.9365,0.3546,6.0104,4.5555,0.9836,0.2528,6.5263,5.405,0.8301,0.4711,4.5706,3.4557,0.7399,0.579,4.0713,2.2229,0.8521,0.4089,5.2655,3.7717,1,1,2,2,1.966460272,2.012613723,2.130911777,2.197547042,2.102325942,2.102121491,2.312617523,2.312484598,5.549441408,1.4448,5.049218023
-0.21597712,-0.094839157,15.8383216,1.444669231,2.202379321,-3.403402904,1.82999,6.132795978,0.8186,0.6288,4.595,1.743,0.9065,0.4854,5.6801,2.881,0.9224,0.4906,5.982,2.8107,0.6665,0.6182,3.6358,2.0215,0.8304,0.5216,4.6909,3.6801,0.8143,0.5056,5.3265,3.321,1,1,2,2,1.966424674,1.975964575,2.02010569,2.16356858,2.103238565,2.102513422,2.312429479,2.312569188,4.833446683,1.4448,4.880024683
-0.209744821,-0.093109932,5.34621005,0.713490543,2.063671054,-3.04272802,1.92481,6.132792224,0.8748,0.6109,5.0049,0.7899,0.8481,0.6641,5.2271,1.4706,0.888,0.6423,5.3252,1.907,0.7639,0.6212,4.1912,0.801,0.745,0.6578,4.198,0.9036,0.7871,0.6988,4.366,0.8777,2,2,3,3,1.98287342,1.985693833,2.016045882,2.027447163,2.312201631,2.312181547,2.495050599,2.495037041,5.163858536,1.4448,4.501059262
-0.209363375,-0.093290266,2.82493518,1.357934847,1.79021477,-3.919373513,1.79576,6.13279637,0.8258,0.6064,4.1341,0.3208,0.9003,0.6478,4.7488,1.3105,0.8891,0.3647,5.2225,4.4614,0.7308,0.6124,3.7192,0.3406,0.6593,0.725,3.4141,0.5371,0.8553,0.6937,4.5101,0.7584,1,2,1,1,1.912013075,2.0300633,2.047478693,2.081238574,2.10383648,2.312403059,2.102535955,2.102468077,4.516316159,1.4448,4.093530273
-0.232934608,-0.089994252,22.27170253,1.860637417,1.981138783,-3.385735713,2.39489,6.132792768,0.8476,0.5566,4.4622,1.0216,0.9578,0.4977,5.585,1.9902,0.8912,0.5191,4.7679,0.6521,0.6912,0.5408,3.4694,1.1629,0.7227,0.5369,3.7463,1.2144,0.6536,0.6533,3.5037,1.4024,2,2,2,2,2.009796507,2.021304777,2.024236646,2.051777035,2.312532245,2.312484809,2.312404688,2.312361194,5.063986255,1.4448,5.021189299
-0.208833384,-0.08334096,6.58630526,-0.036212173,1.461948495,-4.57,2.22194,6.132794013,0.9571,0.4608,5.4637,3.9152,0.9657,0.3888,6.2284,4.8065,0.8119,0.6599,4.134,1.2838,0.7513,0.5491,4.1067,2.628,0.8353,0.5607,4.4381,2.4568,0.8366,0.506,4.9149,2.8758,1,2,2,3,1.92624635,2.005841719,2.099312745,2.201183545,2.102510644,2.312324869,2.312496315,2.495015953,3.805680846,1.4448,4.77815125
-0.199728703,-0.082078244,14.73909358,1.891537458,2.093001197,-2.901702464,2.17922,6.132796669,0.9427,0.4397,5.3141,3.8374,0.9335,0.5634,5.4951,3.4151,0.8886,0.4299,5.8013,4.254,0.864,0.4509,4.83,3.5763,0.7534,0.5486,4.1532,2.4357,0.8259,0.5168,4.9866,2.6119,1,1,2,2,1.935930009,2.011384846,2.094812163,2.112964505,2.102255389,2.102358916,2.312333078,2.312878455,5.468053368,1.4448,4.586587305
-0.216042405,-0.078533081,11.6310335,1.834611421,1.149527014,-4.64,2.33923,6.132794211,0.9113,0.6462,4.6033,1.5768,0.8157,0.6569,4.4387,2.0157,0.9226,0.5517,5.8112,3.4267,0.7113,0.6614,3.6627,1.2587,0.8242,0.667,4.1414,1.2743,0.7759,0.5723,4.3682,2.049,1,2,2,2,1.962374072,2.025964708,2.052058722,2.101434034,2.102255114,2.312243575,2.31233238,2.312712381,3.817084802,1.4448,5.004321374
-0.240982095,-0.097258731,2.23184222,1.805840549,2.286995074,-3.44648106,2.39014,6.132793856,0.8087,0.688,3.955,0.7368,0.8247,0.6151,4.2327,1.3897,0.7984,0.6892,3.9914,0.2645,0.6937,0.6943,3.4932,0.766,0.7499,0.7303,3.9125,1.0208,0.748,0.6015,3.8612,1.7308,1,2,2,4,1.91116352,2.056603997,2.090884263,2.48335519,2.102558007,2.31252717,2.312493565,3.519955078,5.08951811,1.4448,5.082186756
-0.213517095,-0.081379927,6.53464234,-0.886056648,-0.677780705,-3.963770456,2.47012,6.132794596,0.8817,0.5209,5.2036,2.5953,0.9236,0.3407,5.6815,4.0746,0.8106,0.5856,4.1912,1.2162,0.7807,0.5428,4.6316,2.315,0.8333,0.3799,4.7887,3.5589,0.648,0.7374,3.5107,0.333,1,1,2,2,1.949000257,2.013000248,2.077396688,2.07757551,2.102540517,2.103324091,2.312521862,2.312521291,4.47162208,1.4448,5.284639579
-0.195438739,-0.047440124,4.80592797,1.892706638,0.622214023,-5.01,2.32233,6.132794306,0.8688,0.6535,5.2574,1.8907,0.9346,0.3755,5.8441,4.2803,0.8602,0.6262,4.863,2.327,0.6592,0.6473,3.154,2.0145,0.6037,0.5884,3.4182,1.0412,0.7705,0.582,4.6342,2.2117,1,1,3,3,1.967842727,1.99804029,2.092005975,2.144312011,2.102729789,2.102317878,2.495006492,2.494940318,3.374381966,1.4906,3.500976904
-0.214832467,-0.079338609,7.64147035,2.386463293,2.007705114,-3.703115524,2.02463,6.13279399,0.7659,0.659,3.8518,0.5266,0.8451,0.5808,4.3403,2.3227,0.7022,0.5968,3.2589,1.0492,0.6132,0.6603,3.0255,0.5072,0.6549,0.605,3.316,1.9727,0.7109,0.6325,3.2257,1.1113,2,2,2,2,1.944343077,1.995296469,2.064362613,2.064787156,2.312297342,2.312270364,2.31239373,2.312385607,4.868321569,1.3441,4.36361198
-0.216136019,-0.093357622,15.49456195,1.792041311,2.383186799,-3.667763585,1.85208,6.132793475,0.7787,0.6423,4.4101,1.7555,0.9235,0.4963,5.6465,4.1231,0.8371,0.5952,5.2402,1.6559,0.6511,0.6289,3.5411,2.0318,0.8191,0.5344,4.6569,3.6083,0.7115,0.6009,4.1901,0.3028,1,2,2,4,1.972809418,1.975393885,2.167038994,2.388777721,2.102539145,2.312372068,2.312584243,3.51996017,4.628834941,1.4448,4.394451681
-0.220548842,-0.09115909,17.06387665,2.04743064,1.574956776,-5.21,2.12299,6.132793401,0.8954,0.5837,5.5365,3.2571,0.9573,0.4822,6.633,5.2673,0.8152,0.6426,4.8677,1.4789,0.7239,0.5567,3.8499,3.8966,0.7573,0.6026,4.4899,1.8417,0.8286,0.5749,5.3213,3.0064,2,1,2,4,1.974027609,2.004341787,2.181147863,2.388473152,2.312385311,2.102351436,2.31259731,3.519958804,3.225151542,1.4448,4.98721923
-0.235680693,-0.092206413,5.00775759,1.408409578,2.293561423,-3.44708855,2.37439,6.132793839,0.7906,0.6897,3.8319,0.9805,0.8624,0.5417,4.3563,2.1353,0.8,0.6847,3.9682,0.5756,0.6927,0.6933,3.4547,1.0147,0.7681,0.5561,3.9032,1.9844,0.7657,0.6941,3.8513,0.966,1,2,2,4,1.911190728,2.051449488,2.091186266,2.478545541,2.102461697,2.312510103,2.312486565,3.519955825,5.090451564,1.4448,4.770663229
-0.230409572,-0.106916556,17.0127554,1.483444648,2.545393719,-3.022093572,2.12858,6.13279394,0.8579,0.5101,4.6027,3.0362,0.8462,0.4725,4.3231,1.6551,0.831,0.3732,4.0914,2.3538,0.8124,0.5147,4.3103,2.986,0.7564,0.5517,4.0498,1.3968,0.7121,0.61,3.7703,1.8721,1,2,2,4,1.973638771,1.976072873,2.121343442,2.399301148,2.102415661,2.312409553,2.312672703,3.519960537,5.345381374,1.4448,5.013788285
-0.205199212,-0.054960206,4.21601581,2.6563953,2.785763912,-2.591420875,2.54667,6.132794409,0.9189,0.3547,4.4526,3.7253,0.9029,0.2603,3.0738,2.3491,0.7497,0.5111,4.0342,1.7649,0.5708,0.4591,2.7275,2.9386,0.86,0.3999,4.2333,3.2719,0.6846,0.5137,3.5509,2.7042,1,1,3,3,1.978185279,2.008435461,2.078629597,2.120275925,2.102722316,2.10234996,2.495146228,2.495190139,5.872647153,1.4906,4.698970004
-0.202036235,-0.062122862,12.46759484,1.127104798,1.88337749,-3.017095882,2.64024,6.132795612,0.9505,0.5286,5.227,2.7909,0.8853,0.6,4.6325,1.7217,0.9122,0.6031,4.9706,1.7023,0.7596,0.5746,4.2739,2.2395,0.8477,0.5823,4.4786,1.9964,0.8113,0.5549,4.3489,1.9525,1,1,1,2,2.000340971,2.014922579,2.084286209,2.172843759,2.102163955,2.102133404,2.10275382,2.31256462,5.571535135,1.4448,5.269512944
-0.204344547,-0.092466998,9.51301,1.733036683,2.666180897,-2.791021483,2.13139,6.132794775,0.9538,0.3274,5.2451,3.9316,0.9213,0.4327,5.0106,3.2253,0.8906,0.3149,5.236,1.0447,0.9217,0.3359,5.0015,3.8111,0.853,0.4321,4.7259,3.199,0.8572,0.3588,4.8944,1.0944,1,1,2,2,1.971336095,1.992324522,2.171083831,2.171572241,2.102064776,2.102172673,2.312694392,2.312755776,5.692046959,1.4448,5.469003364
-0.20836587,-0.082689168,4.44375355,1.101403351,2.3143729,-3.078990199,2.35513,6.132793652,0.931,0.462,5.2186,3.0837,0.8197,0.5444,4.3337,1.4947,0.9182,0.5399,5.0516,1.6496,0.8485,0.4695,4.6397,2.9758,0.7378,0.5526,3.9706,1.6142,0.7978,0.5143,4.3098,2.2077,1,2,2,3,1.967594216,2.014987097,2.085215097,2.113102222,2.102334108,2.312404582,2.312464505,2.494930202,5.553032708,1.4448,5.195519811
-0.211399724,-0.093982046,15.24187177,1.809155532,2.514215596,-3.022322112,2.05808,6.132793942,0.8581,0.4514,5.2332,3.8227,0.9411,0.4152,6.2504,5.1783,0.8893,0.5424,5.9762,3.3479,0.7771,0.4542,4.5133,3.9231,0.8615,0.467,5.2558,4.3332,0.7277,0.6311,4.2584,1.3233,1,2,2,4,1.956136243,1.966381703,2.168675863,2.408163408,2.102329373,2.312420616,2.312614521,3.519959826,5.327512951,1.4448,4.843213896
-0.200364762,-0.052329628,13.19867611,1.878464345,1.938369597,-3.274088368,2.63615,6.132795024,0.8741,0.7398,5.1711,0.6824,0.8581,0.628,4.9859,1.4305,0.8631,0.6381,4.8999,0.4665,0.7149,0.7246,4.0796,0.6934,0.7827,0.6423,4.3546,0.4524,0.7949,0.6408,4.4662,0.5204,1,1,2,2,1.976535606,1.98736031,2.160698267,2.172837776,2.102096705,2.102170854,2.312739924,2.312422583,5.349809511,1.4448,4.772756219
-0.207266507,-0.078064768,10.42466547,1.590395947,1.9259821,-3.879426069,2.54046,6.132794485,0.9596,0.2616,6.0562,5.4175,0.9465,0.3834,6.2787,4.4213,0.97,0.2588,6.1418,5.3171,0.7646,0.4836,4.2124,3.5297,0.7877,0.5442,4.4726,2.9553,0.9527,0.2997,6.485,4.999,1,1,2,2,1.997885382,2.015254078,2.168869291,2.175743091,2.102145006,2.102203668,2.312506952,2.312572677,4.788304044,1.4448,5.544068044
-0.2006094,-0.079182753,10.86631982,1.977677888,1.707570176,-2.821886748,2.50346,6.132796117,0.9701,0.3037,6.5087,5.4157,0.9296,0.4049,5.4957,3.863,0.9109,0.5116,5.2554,2.3734,0.9018,0.3389,5.8803,5.0209,0.8686,0.418,5.0174,3.748,0.7474,0.5876,4.0757,1.9561,1,1,1,2,1.991188088,2.038973761,2.060042233,2.084146348,2.102130623,2.102135429,2.102879709,2.312528037,5.68744068,1.4448,4.155336037
-0.214306806,-0.10570902,12.93049992,1.709015417,1.711385379,-3.692503962,1.97358,6.132796656,0.9097,0.4698,6.4531,4.9741,0.8623,0.4741,4.7866,2.8164,0.9558,0.348,6.8055,5.5194,0.8525,0.48,5.9927,4.7248,0.8205,0.4819,4.5264,2.7353,0.7147,0.595,4.5021,1.6703,1,2,1,2,1.922395641,1.990273599,2.027373917,2.177689142,2.103174051,2.312496674,2.10237065,2.312644416,4.828192438,1.4448,5.057991947
-0.215333754,-0.091370858,14.62665425,1.764922985,2.266913422,-4.23,2.0405,6.132793765,0.8057,0.6611,5.0643,2.3595,0.9302,0.4635,6.5891,5.3774,0.9289,0.5032,6.9665,4.3304,0.7359,0.6461,4.4036,2.6259,0.8243,0.4937,5.5011,4.7893,0.7135,0.5655,3.9838,1.6622,2,1,2,4,1.966445016,1.988354848,2.175889933,2.395508088,2.312404645,2.102403414,2.312595026,3.5199593,4.322404208,1.4448,4.585026652
-0.221536885,-0.094715031,16.99352459,2.050302404,1.624694531,-5.09,2.12956,6.132793382,0.9115,0.4676,5.7442,4.2506,0.9207,0.618,5.4856,2.8877,0.8348,0.604,4.7631,2.2855,0.7243,0.5733,3.8326,3.4052,0.8748,0.5162,5.6628,3.801,0.7815,0.5933,4.414,2.0603,2,1,2,4,1.973869803,2.00612213,2.18906761,2.385948449,2.312393646,2.10234972,2.3126219,3.519959013,3.346565797,1.4448,5.155336037
-0.209872441,-0.096244208,12.99946629,1.049992857,2.179695383,-3.087193607,2.00468,6.132792079,0.8895,0.5593,5.5645,2.4207,0.9196,0.439,5.6759,3.9917,0.9024,0.5299,5.892,3.0874,0.8161,0.5504,4.7977,2.4473,0.8392,0.4838,4.9079,2.7576,0.8652,0.5123,5.6413,2.3695,2,2,3,3,1.989743953,1.993260144,2.005564509,2.01589087,2.312292899,2.312279421,2.494992197,2.494909568,5.184571479,1.4448,4.759667845
-0.198932893,-0.058624686,16.81433509,1.247727833,2.858783749,-3.170696227,2.47327,6.132793626,0.8071,0.551,4.3037,1.5783,0.8756,0.5575,4.4317,1.5948,0.8549,0.6157,5.1547,1.2222,0.7394,0.5579,3.877,1.5176,0.7694,0.5902,3.5798,1.3974,0.6979,0.6181,4.1831,1.1295,1,1,3,3,1.967806139,1.967806139,2.125531698,2.125531698,2.10250399,2.102504161,2.494964494,2.494964507,5.355046806,1.412,4.589825535
-0.204270212,-0.089082366,5.66850367,2.018991595,1.794069584,-3.738023809,1.75666,6.132793591,0.9439,0.5407,5.3926,2.7549,0.9232,0.5048,5.3204,2.574,0.9451,0.5244,6.0908,2.484,0.7508,0.5284,3.6716,2.7748,0.8881,0.5182,5.1568,1.0616,0.9114,0.5096,5.5263,1.2542,1,2,2,3,1.951167855,2.038765803,2.054482173,2.109790037,2.102245333,2.312355313,2.312325779,2.494663798,4.460902566,1.4448,3.903089987
-0.177244382,-0.090823331,4.97993264,1.950608225,2.482973574,-3.125402231,1.5756,6.132761167,0.9679,0.2983,6.1086,5.0137,0.9417,0.5074,5.9553,3.5302,0.9459,0.4551,5.3718,2.9845,0.8686,0.3456,4.9879,4.664,0.8624,0.4579,5.5776,3.9379,0.879,0.4544,4.9003,2.8983,1,2,2,3,1.970957382,2.033074765,2.034465532,2.083368906,2.102754334,2.312700396,2.312588387,2.495210843,4.923354245,1.4448,5
-0.184671948,-0.071083087,9.19418574,2.519578629,2.416524014,-3.183029962,2.12432,6.132795791,0.9684,0.3328,5.3402,4.4525,0.9668,0.2978,4.8725,3.6339,0.9663,0.3115,4.2206,3.8102,0.9355,0.3348,5.1716,4.4586,0.938,0.3016,4.554,3.5875,0.9314,0.3204,3.8908,3.4173,1,1,1,2,1.967344911,2.034728729,2.077041646,2.1020245,2.102209777,2.102194229,2.1028477,2.312787606,5.17786281,1.4906,5.365487985
-0.209063996,-0.079578246,14.26000332,2.063070526,2.692864537,-3.049976093,2.62649,6.132794561,0.9607,0.3308,5.5715,4.0736,0.9313,0.3939,5.2489,3.6081,0.9746,0.3435,5.9928,4.4697,0.9173,0.3388,5.2445,3.9911,0.8584,0.4037,4.7783,3.4954,0.7359,0.6458,4.5724,1.271,1,1,2,2,1.987210608,2.002616538,2.155835569,2.191700253,2.102079265,2.102096362,2.312771713,2.31256204,5.644048439,1.406,5.244414578
-0.219111071,-0.103816097,13.24988498,2.003201947,2.228117924,-3.545765104,1.71308,6.132794529,0.8625,0.6523,4.525,1.8858,0.9056,0.6968,5.509,2.2683,0.9138,0.566,5.4073,3.1187,0.7475,0.6612,3.7375,1.9429,0.854,0.6689,4.7835,2.1172,0.7916,0.5794,4.6069,2.0477,1,2,2,2,1.953711596,2.016730522,2.044784585,2.104661968,2.102269699,2.312479564,2.312217059,2.312647587,4.786901641,1.4448,4.344392274
-0.226962657,-0.090945976,14.10932851,1.64630568,2.243137305,-3.747146969,2.3023,6.132793764,0.8268,0.6077,4.5324,1.6176,0.8748,0.5018,4.7921,2.0793,0.9349,0.1461,5.9502,5.4777,0.7081,0.5959,3.6801,1.4799,0.787,0.5077,4.2133,1.9996,0.7712,0.5452,4.2116,1.1487,1,2,2,2,1.910031675,2.055047688,2.094101239,2.125002353,2.102513834,2.312509004,2.312487559,2.313061173,4.868245644,1.4448,4.843855423
-0.187291033,-0.053380132,7.00901717,2.307752688,2.024772913,-3.646468441,2.45064,6.132795289,0.92,0.371,5.11,3.8349,0.8815,0.6237,4.9145,1.5454,0.9252,0.3966,5.1888,3.6407,0.7217,0.6132,3.5097,1.6589,0.895,0.4003,5.1319,3.5223,0.7536,0.5555,4.1065,2.148,1,1,2,2,1.943488101,1.989586892,2.128606352,2.137708352,2.102358984,2.102296603,2.312940553,2.312842786,5.046163137,1.406,5.045322979
-0.204272566,-0.084041469,1.72183093,0.618048097,1.325925956,-3.547906751,2.32982,6.13279456,0.9203,0.4235,6.0894,4.5149,0.9664,0.276,6.8802,5.7042,0.8671,0.2545,4.5309,2.9936,0.84,0.439,5.5312,4.3186,0.9256,0.305,6.3427,5.34,0.6442,0.7035,3.4427,0.932,1,1,2,2,1.957687156,2.010579518,2.07261019,2.077734584,2.102575977,2.103251337,2.312528164,2.312525351,5.067513343,1.4448,5.441648937
-0.231400727,-0.089317448,9.68252066,1.659821158,2.291524245,-3.282495925,2.3306,6.132793852,0.7934,0.6881,3.7931,0.8648,0.8477,0.5622,4.2536,1.9528,0.7838,0.2801,3.3736,2.0386,0.6927,0.693,3.4195,0.9102,0.7556,0.7157,3.7851,1.0047,0.7703,0.5674,3.9019,1.9331,1,2,2,4,1.912004184,2.052933511,2.094175017,2.493064981,2.102519493,2.312520614,2.312495426,3.519953874,5.182733687,1.4448,4.920645001
-0.211407754,-0.072763072,10.53803422,2.508139015,2.45925675,-3.206000199,2.72939,6.132795382,0.9456,0.3661,5.1721,4.166,0.9533,0.3908,4.8501,3.8806,0.9582,0.3515,5.5092,3.7386,0.8751,0.3777,4.7966,3.9966,0.8708,0.4334,4.5405,3.3255,0.7242,0.5629,3.6092,1.5814,1,1,2,2,1.958045199,2.002422033,2.088272971,2.150208827,2.102163234,2.102131207,2.312701347,2.312723141,5.677414324,1.4448,5.113943352
-0.211982031,-0.078494685,9.75729207,1.41763774,1.395501124,-4.82,2.24756,6.132793076,0.922,0.5719,5.2404,2.9571,0.8997,0.4227,5.3057,3.8853,0.9487,0.4138,5.5111,3.4785,0.7165,0.5902,3.7873,2.6493,0.8597,0.5285,4.6114,3.0962,0.7458,0.5696,4.3874,2.0752,1,2,2,2,1.9867184,2.041824919,2.085560117,2.111106819,2.102102541,2.312250727,2.312410399,2.312692828,3.643429776,1.4448,4.45484486
-0.208957401,-0.086330135,3.04582365,1.434089638,2.241247551,-3.912573543,2.19825,6.132794216,0.897,0.5006,5.3302,1.9642,0.9671,0.3931,6.2452,2.8883,0.9199,0.5172,5.4031,0.9841,0.7956,0.5107,4.4504,1.9786,0.8241,0.5164,4.6385,0.7141,0.7531,0.5807,4.0377,0.4153,1,2,2,3,1.903752873,2.026822883,2.076176775,2.135488937,2.102490613,2.312318712,2.31252404,2.495008215,4.720403519,1.4448,4.805500858
-0.207465891,-0.090142499,11.50353094,2.198684573,2.912609931,-3.828273546,1.77325,6.132793495,0.8172,0.5418,4.3235,1.9022,0.8349,0.4949,4.4535,2.4806,0.5057,0.5273,2.8966,2.0622,0.7141,0.5457,3.5645,1.8755,0.7882,0.5037,4.2506,2.3872,0.6186,0.6125,3.6255,1.3904,1,1,3,3,1.959596387,1.971804503,2.118043673,2.118064683,2.102492019,2.102841668,2.495169003,2.495106909,4.623487698,1.4305,4.795880017
-0.205794124,-0.080565462,7.14438282,0.845718018,0.549003262,-4.87,2.21629,6.132793626,0.9266,0.5457,5.0081,2.7093,0.8436,0.6467,4.5022,1.1615,0.8689,0.5736,4.8783,1.2997,0.7603,0.5785,4.1831,2.0241,0.8116,0.6105,4.1824,1.6286,0.7533,0.5911,3.9013,1.103,1,2,2,3,1.962308844,2.008770022,2.063531439,2.191477356,2.102241352,2.312338769,2.312307773,2.494879525,3.654748599,1.4448,4.850033258
-0.190024741,-0.071758716,5.76036582,1.565257343,2.061339367,-3.690369833,2.15101,6.13279403,0.9321,0.4628,5.6161,4.0154,0.9798,0.3283,5.7905,4.3121,0.9352,0.3826,5.7122,4.3687,0.8367,0.4651,4.8473,4.0382,0.6981,0.6446,3.539,1.5809,0.9128,0.3618,5.2411,3.4514,1,1,2,2,1.994280071,1.99797998,2.223777417,2.371513019,2.102293995,2.102075557,2.312589487,2.312793524,4.673410184,1.406,5.37675071
-0.221571248,-0.10597697,9.86979539,1.98141084,2.389006518,-3.078469586,1.86308,6.132794208,0.8404,0.5184,4.2222,2.1525,0.8251,0.5524,3.9187,1.874,0.9581,0.2594,4.5215,3.3697,0.7804,0.5257,3.9553,2.1342,0.7629,0.7394,3.8212,0.7205,0.7883,0.4584,3.8029,2.4406,1,2,3,2,1.973967832,2.027089786,2.065739577,2.088702947,2.102460702,2.312470301,2.495102284,2.312515623,5.349464633,1.4448,5.257678575
-0.204614474,-0.065691001,1.48586623,1.042181595,2.471071574,-4.44,2.25841,6.132792922,0.7755,0.6571,3.6381,1.0934,0.8228,0.2852,3.5017,2.4286,0.8772,0.5616,4.5038,2.3213,0.6969,0.6635,3.4574,1.0592,0.7851,0.5708,3.8679,2.5441,0.5561,0.5438,2.733,1.3775,1,2,3,3,1.970190346,2.009156291,2.057140005,2.145575214,2.102508106,2.31253104,2.495111395,2.495198929,4.248709164,1.406,4.689308859
-0.215401154,-0.08685111,10.61522747,1.168497484,2.253216813,-3.362210171,2.12797,6.132793814,0.8398,0.6504,4.0836,1.6102,0.859,0.5844,4.2777,2.0048,0.8095,0.2703,3.4063,2.0537,0.7651,0.6541,3.7505,1.6011,0.7631,0.5896,3.8357,1.8667,0.735,0.7427,3.7192,1.0344,1,2,2,4,1.901490205,2.059114858,2.101314351,2.482193385,2.10245048,2.312509257,2.312494178,3.519953097,4.996580128,1.4448,4.363177902
-0.227509587,-0.102201118,14.80902735,2.207499723,1.885248108,-3.677160727,2.16479,6.132793573,0.8926,0.5273,5.5163,4.0201,0.8719,0.663,4.8934,1.6071,0.9085,0.4972,5.6361,3.4819,0.7435,0.5633,4.3567,3.0911,0.8128,0.5976,4.7851,2.6813,0.7946,0.5777,4.5806,2.6616,2,1,2,4,1.970460099,2.002317407,2.173275178,2.390103136,2.312360031,2.102392779,2.312606973,3.519959267,4.670397978,1.4448,4.885599255
-0.242572891,-0.107231117,21.69633129,2.403326462,1.025715384,-3.749824052,2.20752,6.132793679,0.8337,0.6147,4.976,0.55,0.8445,0.6762,5.2071,0.7383,0.8013,0.2674,4.5286,2.5587,0.7076,0.7031,3.9277,1.8439,0.7355,0.5569,4.3157,0.3577,0.7676,0.6246,4.4893,0.8107,2,1,2,4,1.967148698,1.998984242,2.182436712,2.37796825,2.312391636,2.102485571,2.312591453,3.519959802,4.69048899,1.4448,5.071552289
-0.222685877,-0.104350927,16.44322784,1.819478128,1.88349109,-3.448184178,2.1786,6.132796892,0.906,0.4437,5.8088,4.46,0.8597,0.5007,4.5165,2.8799,0.932,0.4195,6.0394,4.4244,0.8376,0.4586,5.3465,4.2538,0.8071,0.507,4.2417,2.821,0.6707,0.637,3.5937,1.5086,1,2,1,2,1.908727325,1.995732447,2.028476522,2.164502021,2.1032701,2.312503082,2.102370684,2.31263634,5.112904478,1.4448,5
